target_id	length	eff_length	est_counts	tpm
NR_154992	1737	1519.8	0	0
NR_155067	4696	4559.06	13.3047	0.385338
NR_155034	2502	2380.28	49.6782	2.75582
NR_155066	4938	4759.8	0	0
NR_155065	4942	4796.71	8.2316e-06	2.26597e-07
NR_155077	3919	4029.32	0	0
NR_155076	4090	4193.73	9.13351	0.287575
NR_155206	781	564.025	0	0
NR_155207	5422	5796.04	3	0.0683444
NM_028550	1689	1471.8	0	0
NM_001361899	3657	3268.63	0	0
NM_001361900	3640	3213.38	0	0
NM_001361930	1621	1403.8	0	0
NM_001361901	3678	3256.04	0	0
NR_155262	2642	2141.58	4.57706	0.282204
NR_029419	2764	2240.55	17.0736	1.0062
NR_148917	444	235.745	0	0
NR_154590	1565	1319.7	4	0.400218
NR_154987	2225	2007.8	0	0
NR_154989	3728	3663.64	3.04869	0.109879
NM_001361966	5262	5222.33	8.72455	0.220593
NM_028705	4742	4623.75	320.157	9.14285
NM_001361967	3992	3816.72	2.11826	0.0732829
NM_001033547	2055	1837.8	0	0
NM_177840	744	527.067	0	0
NM_001276448	824	606.95	0	0
NM_001361464	1952	1928.88	0	0
NM_001081065	1881	1842.86	0	0
NM_173773	1996	1778.8	0	0
NM_001361465	1980	1956.2	0	0
NM_001347040	1922	1915.93	49	3.37699
NM_001001334	1651	1433.8	0	0
NM_201530	918	700.834	0	0
NM_001362097	1296	1082.99	7.26177	0.885382
NM_199257	2549	2331.8	0	0
NM_001039231	2903	2499.77	11.8213	0.624419
NM_001362105	3379	3274.43	0	0
NM_027526	3236	3137.84	0.000189671	7.9815e-06
NM_001362103	3263	3169.79	0	0
NM_001316749	3217	3104.91	8.99981	0.382734
NM_001145637	1837	1619.8	0	0
NM_001362104	3315	3218.06	0	0
NM_001362093	2850	2273.19	55.7492	3.2383
NM_001362121	2342	2124.8	0	0
NM_133913	3730	4136.86	114.38	3.65084
NM_001362139	4389	4572.62	0.000927224	2.67752e-05
NM_001362140	4215	4395.16	0.558815	0.0167883
NM_001362130	3218	2697.27	57.2736	2.80378
NM_178732	4342	4527.46	32.4403	0.946112
NM_001362150	1334	1116.8	0	0
NM_053217	3367	2822.32	22.5685	1.05587
NM_030735	1234	1016.8	0	0
NM_001362181	2447	1875.42	111.697	7.86423
NR_155015	1430	1299.78	53.3839	5.42315
NR_151447	1741	1587.34	0	0
NR_155284	2591	2151.69	0	0
NR_155270	610	344.275	3	1.15061
NR_155285	2681	2250.79	11.8583	0.695664
NR_155281	1298	937.882	4.20811	0.59245
NR_155292	2935	2629.6	32.4815	1.63102
NR_155435	3333	2784.1	70.5913	3.34795
NR_029830	86	13.1075	0	0
NR_030420	96	11.504	0	0
NR_030523	98	11.5355	0	0
NR_029974	85	12.6517	0	0
NR_030549	79	13.7921	0	0
NR_131196	677	460.542	0	0
NR_155267	2222	2209.22	4.9971	0.29867
NR_155275	732	515.094	0	0
NR_155279	574	358.988	0	0
NR_155282	351	154.868	2	1.70523
NR_155271	1115	897.797	0	0
NR_155277	732	479.778	8	2.20172
NR_155278	686	469.434	0	0
NR_155274	911	693.834	0	0
NR_155283	1335	1117.8	0	0
NR_155276	736	484.941	0	0
NR_155272	3290	3005.37	1.00788	0.0442817
NR_155280	273	95.1657	0	0
NR_155268	1812	1767.12	3.06169	0.228775
NR_155289	1215	1027.56	23	2.95551
NR_155290	734	517.081	0	0
NR_155291	525	311.695	0	0
NR_155293	1667	1449.8	0	0
NR_155305	1684	1392.76	2.0656	0.195831
NR_155304	1024	806.797	0	0
NR_155298	740	593.805	1	0.222367
NR_155295	1472	1320.57	1489	148.883
NR_155294	1187	1031.71	1	0.127984
NR_155296	1504	1286.8	0	0
NR_155301	663	446.589	0	0
NR_155347	1797	1670.06	10	0.790645
NR_155302	4617	4399.8	0	0
NR_155418	469	258.748	0	0
NR_155352	638	421.917	0	0
NR_155349	1064	846.797	0	0
NR_155422	978	760.797	0	0
NR_155430	2765	2547.8	0	0
NR_155354	1136	967.067	1	0.136539
NR_155419	1059	841.797	0	0
NR_155351	478	262.732	1	0.502575
NR_155429	2733	2108.43	1	0.0626257
NR_155425	452	243.057	0	0
NR_155350	879	661.851	0	0
NR_155420	1110	892.797	0	0
NR_155353	711	539.544	11	2.69202
NR_155428	2918	2289.57	0	0
NR_155423	329	137.12	0	0
NR_155355	3124	2974.83	4	0.177546
NR_033147	2357	2359.32	7.98882	0.447105
NR_155452	2010	1847.97	0	0
NR_155450	2104	1966.01	45.4689	3.05381
NR_155451	2243	2126.54	7.50296	0.465878
NR_155439	670	453.589	0	0
NR_155457	1410	1192.8	0	0
NR_155445	1030	812.797	0	0
NR_155449	1008	790.797	0	0
NR_155444	1272	1054.8	0	0
NR_155441	1121	912.911	0	0
NR_155456	634	419.886	2	0.628943
NR_155455	905	687.834	0	0
NR_155438	283	102.152	0	0
NR_155448	3280	2937.37	2	0.0899052
NR_155447	713	496.185	0	0
NR_155446	494	282.224	0	0
NR_155442	1091	882.88	2	0.299117
NR_155348	1089	871.797	0	0
NR_155443	859	641.868	0	0
NR_155440	429	222.075	0	0
NR_155426	1202	942.471	2	0.280204
NR_155453	958	740.797	0	0
NR_155436	1390	1172.87	1	0.11258
NM_001025612	2555	2713.98	4	0.194611
NM_001362232	647	481.079	6.80808	1.86862
NM_001362250	721	406.746	329.438	106.946
NM_001126326	1269	1140.15	72	8.33839
NR_110335	2476	2077.21	173.955	11.0578
NR_153193	640	423.906	0	0
NR_153192	810	566.513	3.89979	0.908959
NR_153195	2559	2199.24	0	0
NR_152586	2480	2089.18	581.495	36.7522
NR_153762	2223	1928.35	0	0
NR_155498	1029	909.849	3.19192	0.463228
NR_155497	701	565.422	0	0
NR_155503	2095	1877.8	0	0
NR_155491	1506	1288.8	0	0
NR_155494	1025	807.797	0	0
NR_155493	749	532.053	0	0
NR_155502	5266	5562.41	16	0.379813
NR_155513	1089	871.797	0	0
NR_002864	4723	4895.24	544	14.6736
NR_155490	1645	1427.8	0	0
NR_155501	1385	1167.8	0	0
NR_155500	492	280.328	0	0
NR_155499	2384	2289.08	160.988	9.28636
NR_003202	1560	1342.8	0	0
NM_001081080	7561	6755.86	476	9.30335
NR_155517	882	664.851	0	0
NR_155514	3620	3843.52	0.00251371	8.63572e-05
NR_155520	698	481.286	0	0
NR_155516	2849	2587.39	23	1.17376
NR_155515	3592	3808.49	34.4692	1.19506
NR_155269	1592	1341.79	15	1.47611
NR_155540	3039	2304.47	0	0
NR_155539	1915	1606.74	10.5405	0.866216
NR_155535	2698	2724.13	201	9.74273
NR_155537	628	412.047	0	0
NR_155534	1704	1486.8	0	0
NM_001081295	5205	5163.76	19	0.485848
NR_155547	2970	3263.86	0	0
NR_155437	367	168.204	7	5.4951
NM_001081352	5092	4469.16	163	4.81587
NR_155552	2133	1973.36	0	0
NR_155551	5417	4816.08	11.7642	0.32254
NR_155706	901	683.834	0	0
NM_001122603	7957	7739.8	0	0
NM_175161	1090	872.797	0	0
NR_073508	7670	7135.13	0	0
NR_135158	4747	4258.59	0	0
NR_038163	2916	2698.8	0	0
NR_030254	128	16.5052	0	0
NM_145078	2576	1854.75	23	1.6374
NR_151682	2971	2668.29	8.64753	0.42793
NM_001362454	3248	3077.14	106.994	4.5912
NM_001362112	1809	1296.71	6.08007	0.619127
NR_155763	1686	1468.8	0	0
NR_155764	810	592.95	0	0
NR_155765	620	438.244	1	0.301299
NR_155762	2115	1794.81	10	0.735691
NR_155868	1662	1444.8	0	0
NR_155867	228	65.4228	0	0
NR_156009	1662	1350.25	2	0.195582
NR_155864	600	384.459	0	0
NR_155869	517	304.073	0	0
NR_155870	392	189.597	0	0
NR_156010	1180	882.409	22	3.29204
NR_155866	1718	1500.8	0	0
NR_155871	516	303.129	0	0
NR_155863	471	260.563	0	0
NM_001256060	2385	2127.89	1.304	0.0809174
NR_122114	1885	1916.89	45.4552	3.13112
NR_028420	1786	1390.02	48.6477	4.6212
NR_122115	1933	1942.93	0	0
NR_152614	3832	3229.7	16.7787	0.685976
NR_037213	84	12.8025	0	0
NM_001362665	1126	908.797	0	0
NM_011002	1343	1125.8	0	0
NR_156115	3499	3660.16	0	0
NR_029452	3091	3146.39	24	1.00719
NM_138598	2635	2566.21	188.006	9.6737
NM_130884	1520	1261.91	381.488	39.9176
NM_001362751	2680	2642.81	10.9938	0.54928
NM_001362752	1231	961.499	8137.51	1117.52
NM_001362806	1231	1013.8	0	0
NM_010400	4265	4047.8	0	0
NM_194336	4329	3716.51	644.981	22.9152
NM_011408	1684	1398.8	151	14.2539
NM_001135115	2702	2442.35	81	4.37915
NR_155297	5383	6143.11	30.6199	0.658156
NR_155521	2037	1759.01	1	0.0750662
NR_153837	2482	2359.75	3	0.167868
NR_156129	1239	967.275	0	0
NR_151664	4007	3948.76	55.3308	1.85021
NR_156128	4852	4848.45	5.77445	0.157261
NR_156181	7599	7374.74	29.942	0.536101
NR_156178	3852	3663.6	0	0
NM_001362874	1329	1111.8	0	0
NM_001362881	1359	1141.8	0	0
NM_027598	1488	1270.8	0	0
NM_001362886	1880	1662.8	0	0
NM_001355730	4541	3887.14	0	0
NM_001362883	12915	14876.2	21	0.186397
NM_001101486	1180	1043.97	2	0.252961
NR_151472	4621	4756.67	98.281	2.72822
NR_029778	97	11.5262	0	0
NR_039559	64	15.4194	0	0
NR_029473	3456	3238.8	0	0
NR_151512	2264	2046.8	0	0
NR_046459	1404	1186.8	0	0
NM_001362427	852	634.901	0	0
NM_011409	1834	1483.87	46	4.0933
NM_011407	1907	1607.75	4	0.328514
NR_104381	3839	4009.9	25.084	0.825993
NR_149825	1923	1673.03	0	0
NR_151665	5694	4797.94	0	0
NR_105857	110	12.4646	0	0
NR_105751	97	11.5262	0	0
NR_030428	76	14.1266	0	0
NR_037233	83	13.2778	0	0
NR_045293	1306	1020.61	31	4.01065
NR_029952	124	15.5007	0	0
NM_001363079	3265	3068.01	0	0
NM_001033389	3821	3810.69	67.6918	2.34555
NM_001290548	3268	3091.51	111.574	4.76548
NM_001363080	3196	3020.39	10.7337	0.469245
NM_001363081	3210	3042.9	0	0
NM_001363237	754	537.053	0	0
NM_001363262	723	506.107	0	0
NM_001093753	3106	2724.91	9.66088e-07	4.68142e-08
NM_001093752	3106	2724.91	342.043	16.5745
NM_001252083	3137	3279.39	107.312	4.32083
NM_028446	6448	5476.88	182	4.38784
NM_001081386	4144	3295.03	33	1.32241
NM_001356997	4159	3753.69	38.9575	1.37039
NM_172146	4008	3658.41	259	9.34804
NM_153110	2229	2011.8	0	0
NM_175557	3198	3367.78	126.459	4.95813
NM_001177551	2156	1938.8	0	0
NM_001356415	4274	3426.33	0	0
NM_001347452	2782	2916.83	24.2294	1.09684
NR_155261	1095	877.797	0	0
NR_104441	4010	4245.03	35.0606	1.09057
NR_037865	8816	8711.04	442.642	6.70959
NR_033210	2931	2713.8	0	0
NR_153419	1829	1611.8	0	0
NR_122028	2936	3006.21	15.36	0.674663
NR_036615	2752	2448.65	90.4799	4.87909
NR_104311	3053	2520.71	26.8913	1.40865
NR_030782	1914	1696.8	0	0
NR_152866	2857	2503.53	266.522	14.057
NR_126553	808	592.083	60.1676	13.4182
NR_002854	2793	2575.8	0	0
NR_015561	1368	1150.8	0	0
NR_152244	3668	3450.8	0	0
NR_037960	583	380.579	36.4637	12.6511
NR_152246	3525	3307.8	0	0
NR_037961	610	421.528	2.53634	0.794501
NR_152245	3590	3372.8	0	0
NR_126555	562	336.228	16.6468	6.53746
NR_126556	297	112.468	5.16532	6.06433
NR_027973	1520	1302.8	0	0
NM_001177755	5130	5357.67	40.6758	1.00247
NM_001177752	4869	5066.6	1.02978e-07	2.68374e-09
NM_133232	5043	5260.17	104.333	2.61899
NM_001177756	5153	5380.61	1.83792e-06	4.51032e-08
NM_001177754	5066	5283.11	3.51905e-06	8.79527e-08
NM_001177753	5206	5431.2	0	0
NM_001177758	4680	4786.18	106.977	2.95132
NM_001177757	5119	5333.7	0	0
NR_045517	2143	1922.42	368.858	25.3352
NR_045518	2005	1727.09	0	0
NM_026856	5700	5007.9	0	0
NM_001363318	6064	5416.75	47.6923	1.16258
NM_001363319	5747	5067.3	46.3958	1.20897
NM_001363320	5683	4995.46	34.0773	0.900748
NM_001363321	5623	4910.4	61.1192	1.64352
NM_001363322	5836	5185.78	13.2752	0.338017
NM_001363323	5629	4960.48	60.0058	1.59729
NR_103515	696	503.091	130.08	34.1411
NR_033306	587	342.483	142.349	54.882
NR_103514	760	578.223	6.78098	1.5485
NR_103516	490	285.215	59.182	27.3988
NR_153798	551	292.9	12.6715	5.71246
NM_001347533	1525	1348.43	9.15457	0.89644
NM_001363452	1652	1450.77	0	0
NM_001363451	4175	3641.84	78.7939	2.85683
NM_001363449	1611	1465.06	11.6366	1.04878
NM_001083958	1738	1572.35	188.038	15.791
NM_028298	4089	3524.92	191.377	7.16891
NM_001159693	895	677.834	0	0
NR_156705	756	539.053	0	0
NR_156706	1048	804.602	1	0.164109
NR_151641	3921	3910.41	11.4702	0.387313
NR_002846	2248	2030.8	0	0
NM_001081378	7402	7250.7	475	8.65021
NR_102360	2872	2695.66	0	0
NR_029640	83	13.2778	0	0
NM_001271008	2997	2779.8	0	0
NM_001163104	3101	2883.8	0	0
NM_030052	572	267.382	2	0.987668
NM_178722	3209	2954.54	26.8137	1.19834
NM_015793	1497	1279.8	0	0
NM_001162911	2267	1718.16	10.7218	0.823976
NM_001347104	13175	12761	7.98214	0.0825937
NM_001254953	1321	1103.8	0	0
NM_001358567	2159	1967.4	0	0
NM_001359001	3575	3357.8	0	0
NM_001360306	4588	4891.94	44.1017	1.19038
NM_172918	4050	3632.45	139.602	5.07464
NM_030700	2132	1961.59	45.8042	3.08326
NM_001081206	13238	12831.9	0.0267159	0.000274911
NM_001347355	3156	2939.52	322.083	14.4678
NM_001310602	2496	2051.17	11.113	0.715391
NM_001360674	3141	2680.95	35.1307	1.73026
NM_001289730	3860	3642.8	0	0
NM_001358840	4645	3999.01	11.4195	0.377059
NM_144820	1191	1088.53	171.492	20.8024
NM_172794	2137	1866.28	0	0
NM_001310434	3936	4025.14	213.068	6.98957
NM_020289	1181	963.797	0	0
NM_001164684	1426	1208.8	0	0
NM_177083	3462	3615.89	10.0169	0.365791
NM_001081161	4149	4283.16	72.9101	2.24769
NM_001359537	2724	2587.23	0	0
NM_001360680	3149	2691.47	0	0
NM_024479	2831	2686.54	19.9991	0.982945
NM_001359165	819	601.95	0	0
NM_001360951	2911	2289.71	9	0.51901
NM_001359708	702	485.249	0	0
NM_172791	2642	2424.8	0	0
NM_177359	6025	5762.27	92.0745	2.10989
NM_001360017	2471	2253.8	0	0
NM_145837	1232	1085.99	31	3.76919
NM_001359895	4249	4420.83	23.5928	0.704676
NM_001101503	685	468.446	0	0
NM_175401	1823	1785.21	15.0268	1.11145
NM_001360479	6018	5758.49	0	0
NM_001166659	2201	1661.5	2.75555	0.218988
NM_001085374	7843	7764.31	207.619	3.53084
NM_175174	3422	3134.92	0	0
NM_001039698	978	760.797	0	0
NM_001081336	14610	14232.6	83.0846	0.770813
NM_001359671	1993	1775.8	0	0
NM_001001319	2409	2191.8	0	0
NM_001033451	3753	3896.05	32.5996	1.10484
NM_027699	692	475.36	0	0
NM_177914	7172	6954.8	0	0
NM_001360684	3095	2627.05	66.352	3.33502
NM_001359000	3692	3474.8	0	0
NM_001004362	4229	3461.69	168.229	6.41692
NM_001166493	4728	4337.05	389.925	11.8713
NM_001360792	1689	1610.19	0	0
NM_172534	2665	2447.8	0	0
NM_001177580	412	261.324	0	0
NM_001190371	3256	2861.16	46	2.1229
NM_001359039	1321	1103.8	0	0
NM_001033257	8413	7980.37	262.378	4.34127
NM_207246	4720	4320.6	86.2633	2.6363
NM_001002272	7204	7034.58	0.00494891	9.28934e-05
NM_001097980	1081	869.49	8.85847e-05	1.34526e-05
NM_001289731	4227	4009.8	0	0
NM_001290772	3242	3024.8	0	0
NM_001099305	627	411.068	0	0
NM_001081020	6792	6285.16	26.831	0.56368
NM_001099664	606	390.378	0	0
NM_001359702	702	485.249	0	0
NM_194344	4549	4738.84	89.4072	2.49122
NM_001105254	1893	1675.8	0	0
NM_001360915	2206	1663.85	33.2052	2.63515
NM_001360780	726	461.117	2	0.572707
NM_001271586	2837	2868.28	3.61683	0.166502
NM_198622	1126	925.222	6	0.856285
NM_001033799	1103	885.797	0	0
NM_177773	2362	2002.03	1	0.0659542
NM_001358999	3695	3477.8	0	0
NM_001359401	2273	2010.51	4.91699	0.322929
NM_001358998	3743	3525.8	0	0
NM_001281794	14040	13591	0	0
NM_001290771	3350	3132.8	0	0
NM_001199246	2107	1938.61	223.714	15.2376
NM_001360447	3205	2949.45	27.1863	1.21709
NM_028671	745	528.067	0	0
NM_001359038	1327	1006.19	0	0
NM_001359276	3313	2932.24	42.9458	1.9339
NM_001290770	7153	6985.38	7.70658	0.145675
NM_001360790	1804	1751.63	13.3273	1.00465
NM_001359710	699	482.261	0	0
NM_001359464	3757	3466.46	17.924	0.682748
NM_001360803	3046	2625.25	0	0
NM_001358568	2257	2088.97	43.4821	2.74847
NM_001358956	695	478.299	0	0
NM_001359717	4241	3460.43	21.1841	0.808339
NM_030713	3877	3582.55	23.1519	0.853314
NM_026256	1440	1222.8	0	0
NM_175648	2771	2492.71	1.00411	0.0531891
NM_001357820	1493	1243.83	4882.23	518.289
NM_001004182	9903	9784.15	1	0.0134955
NM_001347507	1873	1790.75	1	0.0737356
NM_183185	4658	4004.19	2.64525	0.0872298
NM_001360683	3083	2617.76	31.5885	1.59335
NM_199311	1592	1476.68	55	4.91801
NM_001360678	3041	2582.15	39.6878	2.0295
NM_001347490	2710	2572.01	0	0
NM_001256309	520	306.929	0	0
NM_001081329	5645	5282.5	2	0.0499924
NM_001253766	14045	13598.2	0	0
NM_030139	3759	3360.89	53.0542	2.08439
NM_001359160	3008	3109.18	182.621	7.75567
NM_001014395	1827	1609.8	0	0
NM_001358270	1113	895.797	0	0
NM_001277132	1228	1093.52	4.05165e-05	4.89238e-06
NM_177677	1563	1345.8	0	0
NM_001081671	1120	896.622	0	0
NM_001014997	859	641.868	0	0
NM_001358402	4373	4786.82	23.6228	0.651625
NM_001204241	1192	945.909	19.2096	2.68153
NM_001360791	1691	1597.66	14.6727	1.21266
NM_001276332	6482	6740.09	0.000906984	1.77683e-05
NM_027007	5487	4726.67	248.026	6.92875
NM_001361061	490	278.46	0	0
NM_001286498	1651	1554.57	41.007	3.48306
NM_001358482	2267	2049.8	0	0
NM_001359703	699	482.261	0	0
NM_001195096	8425	7990.02	502.622	8.30628
NM_001359951	4206	3929.33	1	0.0336043
NM_001361137	1397	1179.8	0	0
NM_001320946	7314	7096.8	0	0
NM_001360677	3075	2616.91	0	0
NM_001081137	5953	5735.8	0	0
NM_001085373	7875	7789.69	0	0
NM_008132	1957	1739.8	0	0
NM_001346799	4368	4753.12	12.7098	0.353079
NM_030146	405	201.046	11	7.22453
NM_001033770	649	432.817	0	0
NM_001270543	421	215	0	0
NM_001359538	2611	2393.8	0	0
NM_001360675	3172	2706.07	0.00192901	9.41256e-05
NM_001359294	8266	7834.42	0	0
NM_001359536	2704	2562.75	0	0
NM_001293783	5994	5207.01	66	1.67367
NM_001085506	1821	1603.8	0	0
NM_178923	4448	4847.47	59.6674	1.6253
NM_001159507	5143	5632.84	63	1.47682
NM_001358566	2197	2012.66	0	0
NM_001359531	1827	1522.75	10	0.867128
NM_177187	2501	2283.8	0	0
NM_001361166	2717	2366.34	11	0.613802
NM_133197	3812	3594.8	0	0
NM_001359159	3032	3148.68	1039.37	43.5868
NM_153197	1328	1087.14	30.7904	3.73975
NM_001359535	2841	2747.57	25.0009	1.20149
NM_001085507	6602	6854.44	38.9991	0.751269
NM_023363	3183	2720.34	0.000372742	1.80925e-05
NM_001011535	1178	960.797	0	0
NM_008848	2043	1889.41	0	0
NM_001360681	3049	2586.46	19.2387	0.982159
NM_001164686	1282	957.642	3.91651	0.540019
NM_001293229	717	500.159	0	0
NM_175252	2471	1902.06	12.7477	0.88495
NM_001360978	11912	12064.2	0	0
NM_001359715	4161	3392.45	22.5865	0.87912
NM_001359701	697	480.299	0	0
NM_001361283	2087	2034.14	0	0
NM_177771	4573	4885.06	93.8983	2.53805
NM_001347324	1354	1136.8	0	0
NM_172777	5561	4948.2	389.317	10.3889
NM_001164683	1431	1213.8	0	0
NM_001361098	1160	942.797	0	0
NM_001360103	4535	4191.64	0	0
NM_001359164	746	529.067	0	0
NR_110411	579	363.89	2.79586	1.01452
NR_027371	2979	3077.3	101.028	4.33494
NR_152192	4270	4302.95	0	0
NR_131061	2871	2637.46	11.378	0.569632
NR_151517	521	307.865	0	0
NR_153371	8643	8425.8	0	0
NR_153354	5009	5386.03	92.6102	2.2704
NR_153100	908	690.834	0	0
NR_153359	2347	1862.52	3.42945e-08	2.43129e-09
NR_033446	3640	3763.18	49.2532	1.72819
NR_153111	606	391.263	21.9308	7.40114
NR_045576	3563	3078.45	0	0
NR_153108	6792	6207.37	57.2303	1.21739
NR_149717	1891	1728.52	0	0
NR_152449	4376	3835.32	17.5791	0.605213
NR_152863	2059	1726.31	1.86503	0.142653
NR_153362	2360	1879.2	0	0
NR_073190	2687	2502.84	0	0
NR_153421	1550	1332.8	0	0
NR_149742	3584	2906.73	0	0
NR_151646	644	458.6	15.1781	4.37015
NR_130788	1876	1492.53	28.1398	2.48949
NR_154272	2339	2393.6	9.95517	0.549173
NR_152448	2735	2268.28	19.868	1.15657
NR_027373	2994	3101.94	47.9526	2.04123
NR_153356	2255	1804.77	0	0
NR_153110	4284	4448.96	0	0
NR_153381	4041	3823.8	0	0
NR_153790	2173	2045.51	34.678	2.23854
NR_153107	7222	6657.63	55.2722	1.09623
NR_153358	2254	1791.43	39.0749	2.88012
NR_153825	2815	2520.22	6.61177	0.346412
NR_073364	3906	4231.77	3.91522e-06	1.22165e-07
NR_153788	770	536.009	0	0
NR_153839	2131	1913.8	0	0
NR_033143	5496	5136.62	0	0
NR_153357	2351	1882.26	16.4659	1.1551
NR_028088	1342	1139.46	10.7405	1.24462
NR_153376	4178	3738.03	47.2268	1.66824
NR_153366	3362	3204.96	0	0
NR_149755	8623	9560.56	0.999128	0.0137991
NR_153363	2516	2398.61	0	0
NR_153361	2251	1789.53	0	0
NR_152441	2884	2754.95	0	0
NR_152726	1395	1177.8	0	0
NR_153759	3989	3440.1	0	0
NR_153765	3965	3567.03	22.6467	0.838322
NR_125731	3546	3453.82	3.29334	0.125907
NR_153114	3873	3558.16	0	0
NR_153333	2935	2714.95	0	0
NR_153099	743	526.067	0	0
NR_152744	1533	1280.33	24.85	2.56282
NR_152850	1755	1666.61	0	0
NR_027372	2964	3056.63	89.8523	3.8815
NR_125990	2643	2567.16	0	0
NR_033525	4327	4807.82	84.753	2.32766
NR_130775	548	314.657	0	0
NR_027876	1731	1718.59	0	0
NR_153350	4837	4619.8	0	0
NR_153196	3957	3965.3	4.70483	0.156668
NR_152193	4091	4138.92	0	0
NR_153190	3438	3112.35	20.6285	0.875169
NR_153332	1221	1082.89	0.999959	0.12193
NR_153194	8877	8474.64	0	0
NR_152727	1325	1107.8	0	0
NR_152194	4056	4109.36	0	0
NR_153778	4523	4305.8	0	0
NR_152724	1222	911.627	22.963	3.32602
NR_153191	3013	2606.76	202.652	10.2651
NR_153342	4402	4345.91	103.219	3.13612
NR_153360	2368	1894.78	0	0
NR_149716	2070	1926.17	9.80319	0.672024
NR_154273	1961	1970.55	17.018	1.14034
NR_153797	3522	3304.8	0	0
NR_153355	2269	1813.73	0.14419	0.0104972
NR_027804	2249	2303.28	48.5069	2.7808
NR_111916	2579	2316.68	10.3505	0.589941
NR_153655	896	678.834	0	0
NR_152725	1332	1007.31	17.1205	2.24422
NR_102313	1636	1607.46	124.296	10.2101
NR_153341	3575	3636.4	0	0
NR_045036	2601	2493.18	34.9947	1.85337
NR_153378	5440	4819.42	57.6835	1.58041
NR_153375	4063	3645.54	16.1711	0.58572
NR_153370	4037	3819.8	0	0
NR_152849	1775	1705.37	0	0
NR_152559	2462	2487.05	9.48398	0.503523
NR_153102	1138	920.797	0	0
NR_136938	6988	6528.69	9.16905	0.185443
NR_153109	1261	893.115	4.53035	0.669788
NR_153795	4355	4521.43	0	0
NR_153365	3433	3244.64	0	0
NR_104044	14726	14268.2	0	0
NR_027666	1727	1558.05	0	0
NR_152447	2527	2462.04	2.06551	0.110776
NR_153396	2799	2112.85	0	0
NR_153799	3940	3937	30.8008	1.03302
NR_073370	2833	2866.87	6.38317	0.293996
NR_153810	1501	1472.34	0	0
NR_033402	3808	3711.04	0	0
NR_037970	4331	4510.64	972.218	28.4602
NR_153364	2741	2636.4	46.9911	2.35352
NR_027827	1779	1470.34	8	0.718433
NM_001039557	3462	3317.47	5	0.199011
NM_001358279	1083	865.797	0	0
NM_001291094	1654	1324.59	0	0
NM_033075	3326	3234.73	118.161	4.82337
NM_001290441	2985	3053.62	0	0
NM_029203	783	566.025	0	0
NM_001324553	2059	1497.86	14.0607	1.23951
NM_001302485	1301	1202	16.994	1.86684
NM_001177767	3998	3065.35	9.7923	0.42181
NM_001164763	1411	1162.04	1	0.113629
NR_073427	1432	1212.29	195.56	21.3003
NR_152100	2498	2462.09	6.73672	0.361291
NR_149736	2319	1784.49	0	0
NR_030731	3732	3908.37	0	0
NR_151452	2165	2097.18	7.50482e-08	4.72517e-09
NR_152400	2278	2060.8	0	0
