target_id	length	eff_length	est_counts	tpm
NM_001361465	1980	1974.88	0	0
NM_001347040	1922	1936.07	31	2.12492
NM_001001334	1651	1477.89	1	0.089797
NM_201530	918	701.497	0	0
NM_001362097	1296	1083.78	9.80099	1.20014
NM_199257	2549	2332.46	0	0
NM_001039231	2903	2495.45	16.7956	0.8932
NM_001362105	3379	3277.12	0	0
NM_027526	3236	3139.75	9.49242e-05	4.01223e-06
NM_001362103	3263	3172.65	0	0
NM_001316749	3217	3106.94	7.99991	0.341709
NM_001145637	1837	1620.46	0	0
NM_001362104	3315	3220.64	0	0
NM_001362093	2850	2262.01	74.485	4.36996
NM_001362121	2342	2125.46	0	0
NM_133913	3730	4143.15	71.2199	2.28126
NM_001362139	4389	4587.49	22.5426	0.652128
NM_001362140	4215	4410.97	0	0
NM_001362130	3218	2697.96	42.4332	2.08725
NM_178732	4342	4543.66	28.4574	0.831176
NM_001362150	1334	1117.46	0	0
NM_053217	3367	2825.87	44.1833	2.07496
NM_030735	1234	1017.46	0	0
NM_001362181	2447	1876.44	109.586	7.75043
NR_155015	1430	1295.96	67.4484	6.90689
NR_151447	1741	1599.97	0	0
NR_155284	2591	2158.95	16.3571	1.00547
NR_155270	610	344.293	2	0.770914
NR_155285	2681	2255.02	11.8382	0.696688
NR_155281	1298	941.956	0	0
NR_155292	2935	2620.97	15.304	0.774904
NR_155435	3333	2780.87	53.578	2.55687
NR_029830	86	14.2981	0	0
NR_030420	96	12.8108	0	0
NR_030523	98	12.5577	0	0
NR_029974	85	14.6349	0	0
NR_030549	79	17.5607	0	0
NR_131196	677	461.219	0	0
NR_155267	2222	2219.31	5.01477	0.299872
NR_155275	732	515.861	0	0
NR_155279	574	359.992	0	0
NR_155282	351	156.195	0	0
NR_155271	1115	898.459	0	0
NR_155277	732	479.13	20	5.53963
NR_155278	686	470.148	0	0
NR_155274	911	694.497	0	0
NR_155283	1335	1118.46	0	0
NR_155276	736	484.153	0	0
NR_155272	3290	3003.74	1.01851	0.0449994
NR_155280	273	96.3604	0	0
NR_155268	1812	1776.76	4.68305	0.349787
NR_155289	1215	1021.93	23	2.98683
NR_155290	734	517.861	0	0
NR_155291	525	312.65	0	0
NR_155293	1667	1331.9	1	0.0996398
NR_155305	1684	1373.34	3	0.2899
NR_155304	1024	807.459	0	0
NR_155298	740	595.857	1	0.222721
NR_155295	1472	1324.98	1152	115.385
NR_155294	1187	1028.9	3	0.386948
NR_155296	1504	1287.46	0	0
NR_155301	663	447.335	0	0
NR_155347	1797	1687.69	15	1.17951
NR_155302	4617	4166.1	1.00014	0.031859
NR_155418	469	259.708	0	0
NR_155352	638	422.601	0	0
NR_155349	1064	847.459	0	0
NR_155422	978	761.479	0	0
NR_155430	2765	2548.46	0	0
NR_155354	1136	919.459	0	0
NR_155419	1059	842.459	0	0
NR_155351	478	268.045	0	0
NR_155429	2733	2100.89	1	0.0631685
NR_155425	452	244.12	0	0
NR_155350	879	662.514	0	0
NR_155420	1110	888.048	1	0.14944
NR_155353	711	545.188	9	2.19078
NR_155428	2918	2279.49	0	0
NR_155423	329	138.406	0	0
NR_155355	3124	2975.24	4.00005	0.178422
NR_033147	2357	2363.68	12.4202	0.69734
NR_155452	2010	1856.56	9.46563	0.67662
NR_155450	2104	1954.83	27.0824	1.83858
NR_155451	2243	2121.64	20.9983	1.31346
NR_155439	670	454.277	0	0
NR_155457	1410	1193.46	0	0
NR_155445	1030	813.459	0	0
NR_155449	1008	791.459	0	0
NR_155444	1272	1055.46	0	0
NR_155441	1121	904.459	0	0
NR_155456	634	418.622	0	0
NR_155455	905	688.514	0	0
NR_155438	283	103.391	0	0
NR_155448	3280	2932.43	7	0.316791
NR_155447	713	496.977	0	0
NR_155446	494	283.108	0	0
NR_155442	1091	874.459	0	0
NR_155348	1089	872.459	0	0
NR_155443	859	642.514	0	0
NR_155440	429	223.053	0	0
NR_155426	1202	950.343	1	0.139644
NR_155453	958	741.479	0	0
NR_155436	1390	1164.28	1	0.113984
NM_001025612	2555	2705.93	6	0.294265
NM_001362232	647	490.232	3	0.812126
NM_001362250	721	405.017	341.931	112.039
NM_001126326	1269	1146.15	88	10.1893
NR_110335	2476	2053.94	61.6988	3.9865
NR_153193	640	424.59	0	0
NR_153192	810	593.609	0	0
NR_153195	2559	2196.88	0	0
NR_152586	2480	2066.05	293.774	18.8701
NR_153762	2223	1926.6	0	0
NR_155498	1029	812.459	0	0
NR_155497	701	571.784	0	0
NR_155503	2095	1878.46	0	0
NR_155491	1506	1289.46	0	0
NR_155494	1025	768.286	5	0.863676
NR_155493	749	532.767	0	0
NR_155502	5266	5567.5	18	0.429058
NR_155513	1089	872.459	0	0
NR_002864	4723	4884.54	447	12.1447
NR_155490	1645	1428.46	0	0
NR_155501	1385	1168.46	0	0
NR_155500	492	281.203	0	0
NR_155499	2384	2295.37	105.743	6.11369
NR_003202	1560	1343.46	0	0
NM_001081080	7561	6749.28	395	7.76683
NR_155517	882	665.514	0	0
NR_155514	3620	3861.78	0.000515302	1.77083e-05
NR_155520	698	482.064	0	0
NR_155516	2849	2583.62	16	0.821854
NR_155515	3592	3826.36	12.8345	0.445138
NR_155269	1592	1345.27	16	1.57839
NR_155540	3039	2296.62	0	0
NR_155539	1915	1607.37	0	0
NR_155535	2698	2745.05	118.594	5.73343
NR_155537	628	412.749	0	0
NR_155534	1704	1614.87	1	0.0821799
NM_001081295	5205	5189.26	11	0.281314
NR_155547	2970	3250.13	0	0
NR_155437	367	169.537	11	8.61058
NM_001081352	5092	4450.41	159	4.74134
NR_155552	2133	1977.27	7.45193	0.500157
NR_155551	5417	4817.28	7.28237	0.20062
NR_155706	901	684.514	0	0
NM_001122603	7957	7740.46	0	0
NM_175161	1090	873.459	0	0
NR_073508	7670	7141.2	0	0
NR_135158	4747	4261.78	0	0
NR_038163	2916	2699.46	0	0
NR_030254	128	16.5665	0	0
NM_145078	2576	1861.57	14	0.998051
NR_151682	2971	2674.58	2.871	0.142456
NM_001362454	3248	3080.23	85.2651	3.6736
NM_001362112	1809	1308.25	7	0.710084
NR_155763	1686	1469.46	0	0
NR_155764	810	593.609	0	0
NR_155765	620	404.864	0	0
NR_155762	2115	1795.36	9	0.665267
NR_155868	1662	1445.46	0	0
NR_155867	228	66.2861	0	0
NR_156009	1662	1360.97	1	0.0975111
NR_155864	600	385.306	0	0
NR_155869	517	254.198	7	3.65452
NR_155870	392	190.526	0	0
NR_156010	1180	893.038	25	3.71513
NR_155866	1718	1501.46	0	0
NR_155871	516	303.959	0	0
NR_155863	471	308.708	1	0.429889
NM_001256060	2385	2168.46	0	0
NR_122114	1885	1935.17	48.0852	3.29759
NR_028420	1786	1389.01	53.465	5.10819
NR_122115	1933	1989.94	62.5334	4.17038
NR_152614	3832	3220.23	0	0
NR_037213	84	14.9826	0	0
NM_001362665	1126	909.459	0	0
NM_011002	1343	1126.46	0	0
NR_156115	3499	3730.55	5	0.177869
NR_029452	3091	3177.73	17	0.709963
NM_138598	2635	2561.55	219.079	11.3502
NM_130884	1520	1251.81	386.093	40.9315
NM_001362751	2680	2637.87	22.9212	1.15315
NM_001362752	1231	949.897	6938.91	969.434
NM_001362806	1231	1014.46	0	0
NM_010400	4265	3915.34	8	0.271159
NM_194336	4329	3711.22	517.494	18.5051
NM_011408	1684	1400.06	240	22.7494
NM_001135115	2702	2429.61	36	1.96639
NR_155297	5383	6136.97	30.7801	0.66561
NR_155521	2037	1759.33	1	0.0754321
NR_153837	2482	2371.06	4	0.223883
NR_156129	1239	953.444	8.45226	1.17647
NR_151664	4007	3927.92	51.7815	1.74951
NR_156128	4852	4829.96	8.11985	0.223105
NR_156181	7599	7349.59	11.3593	0.205113
NR_156178	3852	3708.93	0.0364638	0.00130472
NM_001362874	1329	1112.46	0	0
NM_001362881	1359	1142.46	0	0
NM_027598	1488	1271.46	0	0
NM_001362886	1880	1663.46	0	0
NM_001355730	4541	3876.26	0	0
NM_001362883	12915	14980.4	16	0.141742
NM_001101486	1180	1043.5	0	0
NR_151472	4621	4719.28	89.8583	2.52689
NR_029778	97	12.5208	0	0
NR_039559	64	28	0	0
NR_029473	3456	3432.09	1	0.0386674
NR_151512	2264	2047.46	0	0
NR_046459	1404	1187.46	0	0
NM_001362427	852	635.514	0	0
NM_011409	1834	1483.26	65	5.81568
NM_011407	1907	1606.99	13	1.07358
NR_104381	3839	4024.46	63.1631	2.08286
NR_149825	1923	1670.96	0	0
NR_151665	5694	4807.29	0	0
NR_105857	110	12.6688	0	0
NR_105751	97	12.5208	0	0
NR_030428	76	19.5556	0	0
NR_037233	83	16.3605	0	0
NR_045293	1306	1032.93	33	4.23979
NR_029952	124	15.4986	0	0
NM_001363079	3265	3058.51	0	0
NM_001033389	3821	3796.47	60.2105	2.10473
NM_001290548	3268	3080.8	58.0528	2.50071
NM_001363080	3196	3009.19	23.7367	1.04683
NM_001363081	3210	3010.14	0	0
NM_001363237	754	537.739	0	0
NM_001363262	723	506.913	0	0
NM_001093753	3106	2706.16	1.40167e-08	6.8738e-10
NM_001093752	3106	2706.16	393.82	19.313
NM_001252083	3137	3301.34	61.1	2.45615
NM_028446	6448	5485.45	238	5.75795
NM_001081386	4144	3293.34	50.1174	2.01955
NM_001356997	4159	3743.42	46.1798	1.63715
NM_172146	4008	3629.45	190	6.94731
NM_153110	2229	2012.46	0	0
NM_175557	3198	3390.53	179.227	7.01517
NM_001177551	2156	1939.46	0	0
NM_001356415	4274	3416.09	21.3581	0.829731
NM_001347452	2782	2936.63	18.6735	0.843878
NR_155261	1095	878.459	0	0
NR_104441	4010	4240.18	18.9033	0.59164
NR_037865	8816	8743.26	183.557	2.78613
NR_033210	2931	3187.59	0	0
NR_153419	1829	1612.46	0	0
NR_122028	2936	3002.4	33.3783	1.47537
NR_036615	2752	2447.19	86.7689	4.70545
NR_104311	3053	2517.19	30.7575	1.62158
NR_030782	1914	1697.46	0	0
NR_152866	2857	2481.22	309.71	16.5651
NR_126553	808	600.566	39.2112	8.66469
NR_002854	2793	2576.46	0	0
NR_015561	1368	1151.46	0	0
NR_152244	3668	3451.46	0	0
NR_037960	583	382.891	24.3151	8.4276
NR_152246	3525	3308.46	0	0
NR_037961	610	422.89	10.6849	3.35311
NR_152245	3590	3373.46	0	0
NR_126555	562	340.191	21.5058	8.38949
NR_126556	297	113.643	1.43237	1.67269
NR_027973	1520	1303.46	0	0
NM_001177755	5130	5361.62	0.000162666	4.02629e-06
NM_001177752	4869	5065.53	5.43511e-06	1.42393e-07
NM_133232	5043	5264.06	4.61595e-05	1.16371e-06
NM_001177756	5153	5383.42	0	0
NM_001177754	5066	5285.85	0	0
NM_001177753	5206	5435.11	22.0269	0.537834
NM_001177758	4680	4780.87	88.886	2.46735
NM_001177757	5119	5337.55	8.10255	0.201457
NR_045517	2143	1921.36	422.763	29.2006
NR_045518	2005	1734.07	12.8062	0.980068
NM_026856	5700	4993.86	34.9868	0.929762
NM_001363318	6064	5401.01	38.6844	0.950528
NM_001363319	5747	5053.52	29.2845	0.769039
NM_001363320	5683	4978.93	32.7838	0.87383
NM_001363321	5623	4902.74	0	0
NM_001363322	5836	5170.29	19.6243	0.503714
NM_001363323	5629	4947.22	31.4939	0.844829
NR_103515	696	501.586	104.386	27.6184
NR_033306	587	336.635	122.82	48.4189
NR_103514	760	574.705	5.89206	1.36059
NR_103516	490	289.875	32.9596	15.0895
NR_153798	551	293.801	13.6186	6.15152
NM_001347533	1525	1348.78	14.6591	1.44236
NM_001363452	1652	1454.5	7.27041	0.663359
NM_001363451	4175	3622.54	30.0551	1.10106
NM_001363449	1611	1464.54	31.084	2.81669
NM_001083958	1738	1570.03	147.69	12.4838
NM_028298	4089	3506.61	247.241	9.35702
NM_001159693	895	678.514	0	0
NR_156705	756	539.739	0	0
NR_156706	1048	831.459	0	0
NR_151641	3921	3916.8	6.27794	0.212711
NR_002846	2248	2031.46	0	0
NM_001081378	7402	7246.24	441	8.07662
NR_102360	2872	2713.25	51.2918	2.50878
NR_029640	83	16.3605	0	0
NM_001271008	2997	2780.46	0	0
NM_001163104	3101	2884.46	0	0
NM_030052	572	265.951	4	1.99601
NM_178722	3209	2955.21	35.136	1.57785
NM_015793	1497	1280.46	0	0
NM_001162911	2267	1735.26	20.4035	1.56042
NM_001347104	13175	12722.8	3.99809	0.0417035
NM_001254953	1321	1104.46	0	0
NM_001358567	2159	1965.58	0	0
NM_001359001	3575	3358.46	0	0
NM_001360306	4588	4896.5	60.7976	1.6478
NM_172918	4050	3625.62	113.253	4.14546
NM_030700	2132	1959.1	47.6112	3.2252
NM_001081206	13238	12798.4	0.00648281	6.7222e-05
NM_001347355	3156	2949.57	249.708	11.2351
NM_001310602	2496	2279.46	0	0
NM_001360674	3141	2700.76	0	0
NM_001289730	3860	3643.46	0	0
NM_001358840	4645	3986.64	8.4174	0.280204
NM_144820	1191	1090.86	104.713	12.739
NM_172794	2137	1879.75	10.7825	0.761242
NM_001310434	3936	4048.04	143.61	4.70806
NM_020289	1181	964.459	0	0
NM_001164684	1426	1209.46	0	0
NM_177083	3462	3616.17	9.02941	0.331371
NM_001081161	4149	4304.31	42.4598	1.30911
NM_001359537	2724	2581.16	0	0
NM_001360680	3149	2703.59	54.5383	2.6771
NM_024479	2831	2654.77	0	0
NM_001359165	819	602.609	0	0
NM_001360951	2911	2291.98	2.01889	0.116898
NM_001359708	702	486.051	0	0
NM_172791	2642	2797.91	1	0.0474318
NM_177359	6025	5728.37	61.8175	1.43214
NM_001360017	2471	2254.46	0	0
NM_145837	1232	1099.82	32	3.86127
NM_001359895	4249	4440.8	40.5228	1.21099
NM_001101503	685	469.148	0	0
NM_175401	1823	1779.54	21.972	1.63858
NM_001360479	6018	5740.03	29.1383	0.67368
NM_001166659	2201	1667.64	4.57329	0.36394
NM_001085374	7843	7783.59	240.399	4.0988
NM_175174	3422	3143.17	0	0
NM_001039698	978	761.479	0	0
NM_001081336	14610	14194.8	97.0304	0.907156
NM_001359671	1993	1776.46	0	0
NM_001001319	2409	2077.28	0	0
NM_001033451	3753	3900.73	54.2305	1.84502
NM_027699	692	476.088	0	0
NM_177914	7172	6955.46	0	0
NM_001360684	3095	2641.49	10.3429	0.519633
NM_001359000	3692	3475.46	0	0
NM_001004362	4229	3434.12	134.509	5.19806
NM_001166493	4728	4349.86	651.136	19.8655
NM_001360792	1689	1609.4	0	0
NM_172534	2665	2448.46	0	0
NM_001177580	412	265.291	1.38249	0.69158
NM_001190371	3256	2847.9	65.9999	3.07554
NM_001359039	1321	1104.46	0	0
NM_001033257	8413	7960.73	160.262	2.67166
NM_207246	4720	4334.48	104.444	3.1978
NM_001002272	7204	6950.48	0.00195598	3.73469e-05
NM_001097980	1081	864.459	0	0
NM_001289731	4227	4010.46	0	0
NM_001290772	3242	3025.46	0	0
NM_001099305	627	411.791	0	0
NM_001081020	6792	6270.76	14.9713	0.316843
NM_001099664	606	391.148	0	0
NM_001359702	702	486.051	0	0
NM_194344	4549	4755.38	78.4772	2.19009
NM_001105254	1893	1676.46	0	0
NM_001360915	2206	1681.2	15.6264	1.23351
NM_001360780	726	466.292	4	1.13843
NM_001271586	2837	2869.92	4.93431	0.228171
NM_198622	1126	941.515	6	0.845722
NM_001033799	1103	886.459	0	0
NM_177773	2362	1998.81	3.49325	0.231933
NM_001358999	3695	3478.46	0	0
NM_001359401	2273	2017.51	5.29233	0.348125
NM_001358998	3743	3526.46	0	0
NM_001281794	14040	13554	0	0
NM_001290771	3350	3133.46	0	0
NM_001199246	2107	1937.13	210.818	14.4428
NM_001360447	3205	2945.16	17.864	0.804959
NM_028671	745	528.821	0	0
NM_001359038	1327	1110.46	0	0
NM_001359276	3313	2916.03	28.0015	1.27436
NM_001290770	7153	6901.3	4.99804	0.0961109
NM_001360790	1804	1753.92	11.6929	0.884736
NM_001359710	699	483.064	0	0
NM_001359464	3757	3461.04	12.5164	0.479928
NM_001360803	3046	2612.88	0.000104735	5.31958e-06
NM_001358568	2257	2091.28	6.18868	0.392726
NM_001358956	695	479.076	0	0
NM_001359717	4241	3432.84	81.4906	3.15034
NM_030713	3877	3578.33	8.36013	0.310053
NM_026256	1440	1223.46	0	0
NM_175648	2771	2511.33	1	0.0528446
NM_001357820	1493	1256.75	6820.8	720.262
NM_001004182	9903	9770.91	6	0.081493
NM_001347507	1873	1797.84	1.25496	0.092637
NM_183185	4658	3992.29	1.5826	0.0526081
NM_001360683	3083	2632.95	44.5687	2.24642
NM_199311	1592	1488.27	63	5.61775
NM_001360678	3041	2598.45	15.5501	0.794189
NM_001347490	2710	2566.79	0	0
NM_001256309	520	307.841	0	0
NM_001081329	5645	5283.59	2	0.0502348
NM_001253766	14045	13560.6	0	0
NM_030139	3759	3345.19	68.9996	2.73735
NM_001359160	3008	3114.28	181.979	7.75474
NM_001014395	1827	1610.46	0	0
NM_001358270	1113	896.459	0	0
NM_001277132	1228	1011.46	0	0
NM_177677	1563	1346.46	0	0
NM_001081671	1120	903.459	0	0
NM_001014997	859	642.514	0	0
NM_001358402	4373	4805.32	32.1887	0.888966
NM_001204241	1192	954.897	0.0230231	0.00319971
NM_001360791	1691	1597.12	22.3071	1.85358
NM_001276332	6482	6718.55	36	0.7111
NM_027007	5487	4713.96	331.176	9.32347
NM_001361061	490	279.311	0	0
NM_001286498	1651	1573.58	52.6308	4.43868
NM_001358482	2267	1942.83	1	0.0683076
NM_001359703	699	483.064	0	0
NM_001195096	8425	7970.48	373.651	6.22137
NM_001359951	4206	3925.74	2	0.0676102
NM_001361137	1397	1180.46	0	0
NM_001320946	7314	7097.46	0	0
NM_001360677	3075	2624.92	0	0
NM_001081137	5953	5736.46	0	0
NM_001085373	7875	7801.27	0	0
NM_008132	1957	1740.46	0	0
NM_001346799	4368	4774.76	0.235006	0.00653178
NM_030146	405	201.761	15	9.86636
NM_001033770	649	433.481	0	0
NM_001270543	421	215.966	0	0
NM_001359538	2611	2464.02	0	0
NM_001360675	3172	2726.29	0	0
NM_001359294	8266	7852.08	25.2223	0.426288
NM_001359536	2704	2558.65	0	0
NM_001293783	5994	5183.23	55	1.40821
NM_001085506	1821	1604.46	0	0
NM_178923	4448	4865.86	44.5763	1.21576
NM_001159507	5143	5640.07	109	2.56475
NM_001358566	2197	2028.07	7.38251	0.483086
NM_001359531	1827	1531.08	5.21752	0.452241
NM_177187	2501	2284.46	0	0
NM_001361166	2717	2364.1	5	0.280678
NM_133197	3812	3595.46	0	0
NM_001359159	3032	3155.54	1058.02	44.4961
NM_153197	1328	1095.3	60.977	7.38817
NM_001359535	2841	2739.81	32	1.55001
NM_001085507	6602	6778.07	0	0
NM_023363	3183	2741.1	0	0
NM_001011535	1178	961.459	0	0
NM_008848	2043	1911.14	6.05186	0.420243
NM_001360681	3049	2610.28	0	0
NM_001164686	1282	1065.46	0	0
NM_001293229	717	500.951	0	0
NM_175252	2471	1937.3	0	0
NM_001360978	11912	12079.2	0	0
NM_001359715	4161	3367.64	0	0
NM_001359701	697	481.064	0	0
NM_001361283	2087	2064.38	7.74504	0.497895
NM_177771	4573	4889.5	95.2024	2.58397
NM_001347324	1354	1137.46	0	0
NM_172777	5561	4950.13	427.048	11.4489
NM_001164683	1431	1214.46	0	0
NM_001361098	1160	943.459	0	0
NM_001360103	4535	4218.06	19.5658	0.615586
NM_001359164	746	529.807	0	0
NR_110411	579	367.696	1.98554	0.716628
NR_027371	2979	3087.88	44.9961	1.93383
NR_152192	4270	4326.51	0	0
NR_131061	2871	2646.07	13.1512	0.659583
NR_151517	521	308.801	0	0
NR_153371	8643	8426.46	0	0
NR_153354	5009	5398.78	0	0
NR_153100	908	691.514	0	0
NR_153359	2347	1849.87	0.0191002	0.00137025
NR_033446	3640	3727	0	0
NR_153111	606	389.662	21.7144	7.39542
NR_045576	3563	3074.91	0	0
NR_153108	6792	6201.08	23.0139	0.492523
NR_149717	1891	1746.82	10.8336	0.823053
NR_152449	4376	3819.35	21.2394	0.738
NR_152863	2059	1712.02	2.97403	0.230537
NR_153362	2360	1866.78	0	0
NR_073190	2687	2499.84	0	0
NR_153421	1550	1333.46	0	0
NR_149742	3584	2905.44	5.39552e-07	2.46448e-08
NR_151646	644	462.63	17.7668	5.09658
NR_130788	1876	1495.08	32.3814	2.87431
NR_154272	2339	2402.52	24.5126	1.35402
NR_152448	2735	2263.16	19.3675	1.1357
NR_027373	2994	3075.88	0	0
NR_153356	2255	1791.29	0	0
NR_153110	4284	4499.71	5.41107	0.159589
NR_153381	4041	3441.69	0	0
NR_153790	2173	2049.91	25.2801	1.63662
NR_153107	7222	6651.59	28.207	0.562776
NR_153358	2254	1778.22	32.8989	2.45527
NR_153825	2815	2529.4	11.5944	0.60832
NR_073364	3906	4240.36	0	0
NR_153788	770	537.652	7.01037	1.73039
NR_153839	2131	1914.46	0	0
NR_033143	5496	5124.09	18.8409	0.487966
NR_153357	2351	1870.52	22.589	1.60265
NR_028088	1342	1139.48	12.6133	1.46901
NR_153376	4178	3722.43	0	0
NR_153366	3362	3223.02	5.62704	0.231697
NR_149755	8623	9580.08	4.01533	0.0556231
NR_153363	2516	2412.17	7.98086	0.439081
NR_153361	2251	1776.4	0.000216748	1.61926e-05
NR_152441	2884	2778.02	0	0
NR_152726	1395	1079.56	0	0
NR_153759	3989	3415.64	22.885	0.889167
NR_153765	3965	3582.03	29.1234	1.07899
NR_125731	3546	3436.47	0	0
NR_153114	3873	3571.75	22.1235	0.822009
NR_153333	2935	2719.67	0	0
NR_153099	743	526.847	0	0
NR_152744	1533	1277.62	22.4738	2.33442
NR_152850	1755	1675.83	0	0
NR_027372	2964	3066.81	193.492	8.37299
NR_125990	2643	2595.76	24.62	1.25871
NR_033525	4327	4842.18	54.6954	1.49904
NR_130775	548	314.925	5	2.10701
NR_027876	1731	1715.84	0	0
NR_153350	4837	5068.53	2.03276	0.0532239
NR_153196	3957	3928.63	0	0
NR_152193	4091	4165.99	0	0
NR_153190	3438	3103.31	24.4843	1.04705
NR_153332	1221	1004.46	0	0
NR_153194	8877	8508.87	13.5366	0.211126
NR_152727	1325	994.282	1	0.133473
NR_152194	4056	4132.87	30.589	0.982237
NR_153778	4523	4306.46	0	0
NR_152724	1222	906.004	29.9821	4.39173
NR_153191	3013	2595.97	201.957	10.3244
NR_153342	4402	4343.08	55.4732	1.69508
NR_153360	2368	1878.09	0.000153671	1.08588e-05
NR_149716	2070	1924.62	6.1909	0.426888
NR_154273	1961	1961.5	3.5154	0.237843
NR_153797	3522	3678.77	0	0
NR_153355	2269	1800.04	0.000384505	2.83482e-05
NR_027804	2249	2303.96	12.8727	0.741478
NR_111916	2579	2313.64	5.16324	0.296163
NR_153655	896	679.514	0	0
NR_152725	1332	1001.32	23.0179	3.05068
NR_102313	1636	1619.5	152.717	12.5144
NR_153341	3575	3622.2	0	0
NR_045036	2601	2502.62	18.0074	0.954903
NR_153378	5440	4818.95	34.952	0.96255
NR_153375	4063	3639.17	46.9061	1.71053
NR_153370	4037	3820.46	0	0
NR_152849	1775	1716.27	0	0
NR_152559	2462	2453.51	0	0
NR_153102	1138	921.459	0	0
NR_136938	6988	6516.56	12.0287	0.244965
NR_153109	1261	890.264	2.19841	0.327714
NR_153795	4355	4467.23	0	0
NR_153365	3433	3264.22	0	0
NR_104044	14726	14236.9	0	0
NR_027666	1727	1565.65	0	0
NR_152447	2527	2466.85	0	0
NR_153396	2799	2106.39	8.43957	0.531723
NR_153799	3940	3926.09	49.2657	1.66528
NR_073370	2833	2868.2	10.0657	0.465734
NR_153810	1501	1473.12	0	0
NR_033402	3808	3719.71	0	0
NR_037970	4331	4542.79	596.793	17.4343
NR_153364	2741	2631.03	58.3149	2.94143
NR_027827	1779	1457.52	9	0.819465
NM_001039557	3462	3331.72	1	0.0398323
NM_001358279	1083	945.954	0	0
NM_001291094	1654	1325.59	0	0
NM_033075	3326	3218.54	110	4.53563
NM_001290441	2985	3114.87	21.8974	0.932945
NM_029203	783	566.697	0	0
NM_001324553	2059	1508.4	16.963	1.49241
NM_001302485	1301	1202.07	3.22393	0.355926
NM_001177767	3998	3096.05	8.79722	0.377086
NM_001164763	1411	1163.72	2	0.22808
NR_073427	1432	1220.66	218.053	23.7067
NR_152100	2498	2460.76	7.81097	0.42125
NR_149736	2319	1776.73	0	0
NR_030731	3732	3934.66	0	0
