target_id	length	eff_length	est_counts	tpm
NM_001362103	3263	3148.54	3.7225e-05	1.99636e-06
NM_001316749	3217	3085.54	3.53558	0.193484
NM_001145637	1837	1584.66	0	0
NM_001362104	3315	3151.5	0	0
NM_001362093	2850	2080.91	20.6872	1.67866
NM_001362121	2342	2089.66	0	0
NM_133913	3730	4325.26	100.762	3.93369
NM_001362139	4389	4629.12	0	0
NM_001362140	4215	4449.86	0	0
NM_001362130	3218	2534.11	0	0
NM_178732	4342	4675.63	21	0.758392
NM_001362150	1334	1081.66	0	0
NM_053217	3367	2664.41	39	2.4716
NM_030735	1234	981.663	0	0
NM_001362181	2447	1649.4	26.44	2.70676
NR_155015	1430	1241.84	32.442	4.41121
NR_151447	1741	1576.37	0	0
NR_155284	2591	1995.45	8.69825	0.736046
NR_155270	610	361.091	0	0
NR_155285	2681	2085.18	0	0
NR_155281	1298	879.294	2.58666	0.496729
NR_155292	2935	2528.63	31.5868	2.10928
NR_155435	3333	2576.3	38.4834	2.52226
NR_029830	86	22.0476	0	0
NR_030420	96	16.2551	0	0
NR_030523	98	15.8384	0	0
NR_029974	85	23.8919	0	0
NR_030549	79	27.88	0	0
NR_131196	677	426.009	0	0
NR_155267	2222	2271.27	6.08623	0.452474
NR_155275	732	573.575	1	0.294391
NR_155279	574	326.945	0	0
NR_155282	351	137.856	1	1.22486
NR_155271	1115	977.143	1	0.172805
NR_155277	732	430.784	2	0.783944
NR_155278	686	434.909	0	0
NR_155274	911	774.133	0	0
NR_155283	1335	1082.66	0	0
NR_155276	736	484.271	0	0
NR_155272	3290	3037.66	0	0
NR_155280	273	85.3361	0	0
NR_155268	1812	1559.66	0	0
NR_155289	1215	991.993	21	3.57458
NR_155290	734	482.299	0	0
NR_155291	525	281.696	0	0
NR_155293	1667	1237.84	3	0.409234
NR_155305	1684	1360.34	2	0.248255
NR_155304	1024	771.663	0	0
NR_155298	740	573.199	3	0.883752
NR_155295	1472	1320.78	941	120.302
NR_155294	1187	934.663	0	0
NR_155296	1504	1251.66	0	0
NR_155301	663	412.329	0	0
NR_155347	1797	1726.21	6	0.58691
NR_155302	4617	4364.66	0	0
NR_155418	469	231.856	0	0
NR_155352	638	387.891	0	0
NR_155349	1064	811.663	0	0
NR_155422	978	725.706	0	0
NR_155430	2765	2154.83	1	0.0783612
NR_155354	1136	883.663	0	0
NR_155419	1059	806.663	0	0
NR_155351	478	239.731	0	0
NR_155429	2733	2480.66	0	0
NR_155425	452	217.452	0	0
NR_155350	879	626.706	0	0
NR_155420	1110	866.533	1	0.194863
NR_155353	711	510.504	2	0.661524
NR_155428	2918	2665.66	0	0
NR_155423	329	122.589	0	0
NR_155355	3124	2829.96	7	0.417669
NR_033147	2357	2374.6	1.51643	0.107832
NR_155452	2010	1811.51	0	0
NR_155450	2104	1948.36	31.617	2.7401
NR_155451	2243	2093.48	11.4448	0.923114
NR_155439	670	419.17	0	0
NR_155457	1410	1157.66	0	0
NR_155445	1030	777.663	0	0
NR_155449	1008	755.663	0	0
NR_155444	1272	1019.66	0	0
NR_155441	1121	839.064	0	0
NR_155456	634	386.369	1.36922	0.598392
NR_155455	905	652.706	0	0
NR_155438	283	91.8063	0	0
NR_155448	3280	2886.96	2	0.116978
NR_155447	713	461.45	0	0
NR_155446	494	253.857	0	0
NR_155442	1091	811.388	2	0.416213
NR_155348	1089	836.663	0	0
NR_155443	859	606.743	0	0
NR_155440	429	198.267	0	0
NR_155426	1202	949.663	0	0
NR_155453	958	705.706	0	0
NR_155436	1390	1137.66	0	0
NM_001025612	2555	2758.51	7	0.428488
NM_001362232	647	533.831	3	0.948924
NM_001362250	721	311.295	49.5747	26.8908
NM_001126326	1269	1179.66	38	5.43927
NR_110335	2476	1880.05	148.523	13.3395
NR_153193	640	389.856	0	0
NR_153192	810	532.368	3.37871	1.07165
NR_153195	2559	2097.71	0	0
NR_152586	2480	1888.93	420.115	37.555
NR_153762	2223	1821.86	0	0
NR_155498	1029	776.663	0	0
NR_155497	701	449.65	0	0
NR_155503	2095	1842.66	0	0
NR_155491	1506	1253.66	0	0
NR_155494	1025	772.663	0	0
NR_155493	749	497.227	0	0
NR_155502	5266	5719.18	16	0.47239
NR_155513	1089	836.663	0	0
NR_002864	4723	5090.88	454	15.0584
NR_155490	1645	1392.66	0	0
NR_155501	1385	1132.66	0	0
NR_155500	492	252.095	0	0
NR_155499	2384	2309.05	75.1124	5.49279
NR_003202	1560	1307.66	0	0
NM_001081080	7561	6299.9	331	8.87175
NR_155517	882	629.706	0	0
NR_155514	3620	4020.98	0	0
NR_155520	698	446.69	0	0
NR_155516	2849	2555.6	7	0.462508
NR_155515	3592	4065.96	17.419	0.723393
NR_155269	1592	1303.96	9	1.16545
NR_155540	3039	1998.69	0	0
NR_155539	1915	1522.45	0	0
NR_155535	2698	2913.2	108	6.25991
NR_155537	628	378.363	0	0
NR_155534	1704	1451.66	0	0
NM_001081295	5205	5224.61	17	0.549427
NR_155547	2970	3389.58	0	0
NR_155437	367	149.609	2	2.25729
NM_001081352	5092	4220.6	81	3.2406
NR_155552	2133	1975.81	4.1307	0.353016
NR_155551	5417	5164.66	0	0
NR_155706	901	648.706	0	0
NM_001122603	7957	7704.66	0	0
NM_175161	1090	837.663	0	0
NR_073508	7670	6861.63	0	0
NR_135158	4747	4100.73	0	0
NR_038163	2916	2663.66	0	0
NR_030254	128	15.3063	0	0
NM_145078	2576	1574.21	22.8821	2.45441
NR_151682	2971	2705.88	4.68544	0.292386
NM_001362454	3248	3175.03	142.332	7.5695
NM_001362112	1809	1144.56	3	0.442585
NR_155763	1686	1991.99	1	0.0847673
NR_155764	810	557.862	0	0
NR_155765	620	370.627	0	0
NR_155762	2115	1684.41	3	0.300738
NR_155868	1662	1409.66	0	0
NR_155867	228	58.7059	0	0
NR_156009	1662	1409.66	0	0
NR_155864	600	351.594	0	0
NR_155869	517	274.394	5	3.07687
NR_155870	392	168.822	0	0
NR_156010	1180	844.837	17	3.39774
NR_155866	1718	1465.66	0	0
NR_155871	516	273.468	0	0
NR_155863	471	270.428	1	0.6244
NM_001256060	2385	2132.66	0	0
NR_122114	1885	2083.17	5.79916	0.470061
NR_028420	1786	1275.84	42.3501	5.60497
NR_122115	1933	2121.12	13.5855	1.0815
NR_152614	3832	2940.68	0	0
NR_037213	84	24.2	0	0
NM_001362665	1126	873.663	0	0
NM_011002	1343	1090.66	0	0
NR_156115	3499	3837.34	8	0.352026
NR_029452	3091	3199.15	23	1.21397
NM_138598	2635	2554.36	161	10.6429
NM_130884	1520	1231.84	191.441	26.2418
NM_001362751	2680	2596.87	0	0
NM_001362752	1231	913.675	5072.56	937.454
NM_001362806	1231	978.663	0	0
NM_010400	4265	3834.21	6	0.264235
NM_194336	4329	3523.88	582.766	27.9246
NM_011408	1684	1393.31	108	13.0885
NM_001135115	2702	2344.91	79	5.68872
NR_155297	5383	6464.75	33.2379	0.868154
NR_155521	2037	1784.66	0	0
NR_153837	2482	2449.32	2	0.137879
NR_156129	1239	905.172	0	0
NR_151664	4007	3905.57	0	0
NR_156128	4852	4861.31	7	0.243142
NR_156181	7599	7266.43	16.742	0.389047
NR_156178	3852	3724.35	0.034383	0.00155886
NM_001362874	1329	1076.66	0	0
NM_001362881	1359	1106.66	0	0
NM_027598	1488	1235.66	0	0
NM_001362886	1880	1627.66	0	0
NM_001355730	4541	3624.12	0	0
NM_001362883	12915	16177.3	9	0.0939403
NM_001101486	1180	1106.94	0	0
NR_151472	4621	4845.35	69.2453	2.41312
NR_029778	97	16.0283	0	0
NR_039559	64	34.1667	0	0
NR_029473	3456	3203.66	0	0
NR_151512	2264	2011.66	0	0
NR_046459	1404	1151.66	0	0
NM_001362427	852	599.743	0	0
NM_011409	1834	1393.54	18	2.18106
NM_011407	1907	1562.86	5	0.540212
NR_104381	3839	4262.15	62.5675	2.47876
NR_149825	1923	1645.21	4.36708	0.448213
NR_151665	5694	4392.79	0	0
NR_105857	110	13.1874	0	0
NR_105751	97	16.0283	0	0
NR_030428	76	29.0233	0	0
NR_037233	83	24.9846	0	0
NR_045293	1306	939.025	34	6.11387
NR_029952	124	14.5415	0	0
NM_001363079	3265	2845.66	0	0
NM_001033389	3821	3689.56	19.156	0.876688
NM_001290548	3268	2887.16	107.844	6.30724
NM_001363080	3196	2787.85	0	0
NM_001363081	3210	2801.44	0	0
NM_001363237	754	502.198	0	0
NM_001363262	723	471.355	0	0
NM_001093753	3106	2605.42	0.0167147	0.00108326
NM_001093752	3106	2605.42	218.656	14.1709
NM_001252083	3137	3361.03	36.274	1.82238
NM_028446	6448	4952.11	81	2.76191
NM_001081386	4144	2921.46	41	2.36973
NM_001356997	4159	3669	25.3276	1.16563
NM_172146	4008	3428.72	180	8.86452
NM_153110	2229	1976.66	0	0
NM_175557	3198	3483.83	162.737	7.8876
NM_001177551	2156	1903.66	0	0
NM_001356415	4274	3037.83	0	0
NM_001347452	2782	3001.02	12.9885	0.730812
NR_155261	1095	842.663	0	0
NR_104441	4010	4358.55	13.7403	0.532316
NR_037865	8816	8971.82	164.044	3.08741
NR_033210	2931	3407.45	0	0
NR_153419	1829	1576.66	0	0
NR_122028	2936	3222.98	13.95	0.730856
NR_036615	2752	2308.79	71.7994	5.25111
NR_104311	3053	2344.99	66.8432	4.81317
NR_030782	1914	1661.66	0	0
NR_152866	2857	2300.18	161.496	11.8554
NR_126553	808	577.075	31.1787	9.12307
NR_002854	2793	2540.66	0	0
NR_015561	1368	1115.66	0	0
NR_152244	3668	3198.11	0	0
NR_037960	583	361.059	39.0967	18.2842
NR_152246	3525	3078.58	2	0.109697
NR_037961	610	371.593	1.90331	0.864882
NR_152245	3590	3161.77	0	0
NR_126555	562	299.446	19.4481	10.9666
NR_126556	297	101.032	2.75737	4.60842
NR_027973	1520	1267.66	0	0
NM_001177755	5130	5512.74	26.8278	0.821735
NM_001177752	4869	5205.38	16.9923	0.551208
NM_133232	5043	5416.63	106.023	3.30511
NM_001177756	5153	5440.44	0	0
NM_001177754	5066	5344.92	0	0
NM_001177753	5206	5490.69	0	0
NM_001177758	4680	4919.47	122.441	4.20265
NM_001177757	5119	5395.17	0	0
NR_045517	2143	1889.67	236.965	21.1746
NR_045518	2005	1651.42	0	0
NM_026856	5700	4612.55	39.4109	1.44274
NM_001363318	6064	5059.34	26.9201	0.898458
NM_001363319	5747	4676.09	51.7915	1.87021
NM_001363320	5683	4596.1	0	0
NM_001363321	5623	4524.77	0.0117639	0.000439004
NM_001363322	5836	4795.38	0	0
NM_001363323	5629	4574.82	6.14898e-07	2.26957e-08
NR_103515	696	439.001	86.2805	33.1865
NR_033306	587	330.454	168.578	86.1399
NR_103514	760	530.662	1.11651	0.355271
NR_103516	490	278.098	25.2278	15.3178
NR_153798	551	305.713	2.60527	1.43898
NM_001347533	1525	1274.86	3.85284	0.510307
NM_001363452	1652	1364.97	0	0
NM_001363451	4175	3394.94	52.1952	2.59605
NM_001363449	1611	1408.89	17.0637	2.04508
NM_001083958	1738	1508.91	135.341	15.1454
NM_028298	4089	3261.89	115.547	5.98144
NM_001159693	895	642.706	0	0
NR_156705	756	504.154	0	0
NR_156706	1048	753.112	1.00045	0.22431
NR_151641	3921	4005.77	5.18539	0.21858
NR_002846	2248	1995.66	0	0
NM_001081378	7402	7100.77	400	9.51194
NR_102360	2872	2587.69	0	0
NR_029640	83	24.9846	0	0
NM_001271008	2997	2744.66	0	0
NM_001163104	3101	2848.66	0	0
NM_030052	572	325.129	0	0
NM_178722	3209	2979.98	26.3288	1.49188
NM_015793	1497	1244.66	0	0
NM_001162911	2267	1484.9	4.70314	0.534816
NM_001347104	13175	12442.3	1.998	0.027115
NM_001254953	1321	1068.66	0	0
NM_001358567	2159	1941.94	4.57598	0.397891
NM_001359001	3575	3322.66	0	0
NM_001360306	4588	5207.94	24.5958	0.797462
NM_172918	4050	3527.28	68.2783	3.26857
NM_030700	2132	1918.05	81.4181	7.16765
NM_001081206	13238	12534.1	0.00199675	2.68996e-05
NM_001347355	3156	2835.79	197.46	11.7576
NM_001310602	2496	1873.15	8.53982	0.769821
NM_001360674	3141	2474.38	16.0485	1.09517
NM_001289730	3860	3607.66	0	0
NM_001358840	4645	3697.62	9	0.410993
NM_144820	1191	1072.76	123.513	19.4414
NM_172794	2137	1819.48	2.33958	0.217122
NM_001310434	3936	4180.42	152.752	6.16995
NM_020289	1181	928.663	0	0
NM_001164684	1426	1173.66	0	0
NM_177083	3462	3817.42	10.0223	0.443314
NM_001081161	4149	4441.84	0	0
NM_001359537	2724	2542.07	0	0
NM_001360680	3149	2484.44	0	0
NM_024479	2831	2669.45	30.1004	1.904
NM_001359165	819	566.862	0	0
NM_001360951	2911	2052.84	1.01407	0.0834118
NM_001359708	702	450.65	0	0
NM_172791	2642	2389.66	0	0
NM_177359	6025	5569.92	53.3015	1.61586
NM_001360017	2471	2218.66	0	0
NM_145837	1232	1100.18	13	1.99523
NM_001359895	4249	4646.11	22.9474	0.833986
NM_001101503	685	433.921	0	0
NM_175401	1823	1854.51	2.38484	0.217143
NM_001360479	6018	5537.29	0	0
NM_001166659	2201	1948.66	0	0
NM_001085374	7843	7840.49	139.95	3.01401
NM_175174	3422	3004.05	0	0
NM_001039698	978	725.706	0	0
NM_001081336	14610	13706.1	51.0042	0.62836
NM_001359671	1993	1740.66	0	0
NM_001001319	2409	2016.35	0	0
NM_001033451	3753	4120.44	23.3202	0.955658
NM_027699	692	440.819	0	0
NM_177914	7172	6919.66	0	0
NM_001360684	3095	2430.17	7.86709	0.546629
NM_001359000	3692	3439.66	0	0
NM_001004362	4229	3130.29	92.4521	4.98709
NM_001166493	4728	4289.22	262.132	10.3194
NM_001360792	1689	1587.8	0	0
NM_172534	2665	2412.66	0	0
NM_001177580	412	184.713	0	0
NM_001190371	3256	2710.75	20	1.24582
NM_001359039	1321	1176.36	1	0.14354
NM_001033257	8413	7941.62	173.461	3.68814
NM_207246	4720	4280.54	17.2601	0.680862
NM_001002272	7204	6855.03	6	0.147794
NM_001097980	1081	828.663	0	0
NM_001289731	4227	3974.66	0	0
NM_001290772	3242	2989.66	0	0
NM_001099305	627	377.374	0	0
NM_001081020	6792	6036.29	15.8751	0.44408
NM_001099664	606	357.292	0	0
NM_001359702	702	450.65	0	0
NM_194344	4549	4947.52	84.0526	2.86865
NM_001105254	1893	1640.66	0	0
NM_001360915	2206	1443.38	10.5277	1.23158
NM_001360780	726	441.183	1	0.382733
NM_001271586	2837	2897.96	0	0
NM_198622	1126	973.204	4	0.694018
NM_001033799	1103	850.663	0	0
NM_177773	2362	1885.25	0	0
NM_001358999	3695	3442.66	0	0
NM_001359401	2273	1923.85	2.53953	0.222893
NM_001358998	3743	3490.66	0	0
NM_001281794	14040	13072.5	0	0
NM_001290771	3350	3097.66	0	0
NM_001199246	2107	1892.91	272.327	24.2927
NM_001360447	3205	2977.73	29.6712	1.68253
NM_028671	745	493.256	0	0
NM_001359038	1327	1074.66	0	0
NM_001359276	3313	2682.16	9.52702	0.599774
NM_001290770	7153	6756.21	0	0
NM_001360790	1804	1771.53	4.49869	0.428797
NM_001359710	699	447.676	0	0
NM_001359464	3757	3421.94	0	0
NM_001360803	3046	2462.04	0	0
NM_001358568	2257	2034.47	19.6791	1.63331
NM_001358956	695	443.729	0	0
NM_001359717	4241	3128.85	0	0
NM_030713	3877	3546.38	5.5153	0.262602
NM_026256	1440	1187.66	0	0
NM_175648	2771	2438.25	1	0.0692525
NM_001357820	1493	1213.69	3268.45	454.724
NM_001004182	9903	9650.66	0	0
NM_001347507	1873	1620.66	0	0
NM_183185	4658	3692.24	0	0
NM_001360683	3083	2424.68	11.7481	0.81814
NM_199311	1592	1523.97	61	6.75879
NM_001360678	3041	2376.25	33.9087	2.40954
NM_001347490	2710	2531.7	0	0
NM_001256309	520	277.055	0	0
NM_001081329	5645	5316.68	4	0.127038
NM_001253766	14045	13078.9	0	0
NM_030139	3759	3108.26	36.473	1.98138
NM_001359160	3008	3193.55	137.885	7.29053
NM_001014395	1827	1574.66	0	0
NM_001358270	1113	860.663	0	0
NM_001277132	1228	1159.88	9.97353e-05	1.45194e-05
NM_177677	1563	1310.66	0	0
NM_001081671	1120	867.663	0	0
NM_001014997	859	606.743	0	0
NM_001358402	4373	4961.15	18.5695	0.632024
NM_001204241	1192	854.176	0	0
NM_001360791	1691	1581.83	15.5013	1.65471
NM_001276332	6482	6811.28	35	0.867669
NM_027007	5487	4332.74	107.013	4.17053
NM_001361061	490	250.308	0	0
NM_001286498	1651	1652.68	13.9512	1.42539
NM_001358482	2267	1885.36	1.00027	0.0895856
NM_001359703	699	447.676	0	0
NM_001195096	8425	7952.06	228.439	4.85072
NM_001359951	4206	3942.45	1	0.0428301
NM_001361137	1397	1144.66	0	0
NM_001320946	7314	7061.66	0	0
NM_001360677	3075	2413.72	12.3506	0.864005
NM_001081137	5953	5700.66	0	0
NM_001085373	7875	7834.1	0.000153485	3.3082e-06
NM_008132	1957	1704.66	0	0
NM_001346799	4368	4935.54	20.4317	0.699011
NM_030146	405	179.294	5	4.70888
NM_001033770	649	398.602	0	0
NM_001270543	421	191.838	0	0
NM_001359538	2611	2417.59	0	0
NM_001360675	3172	2498.59	0	0
NM_001359294	8266	7842.06	19.6292	0.422657
NM_001359536	2704	2515.66	0	0
NM_001293783	5994	4829.82	29	1.01387
NM_001085506	1821	1568.66	0	0
NM_178923	4448	5019.46	25.9988	0.874602
NM_001159507	5143	6050.89	53	1.47901
NM_001358566	2197	1944.29	0	0
NM_001359531	1827	1433.37	3.66042	0.431207
NM_177187	2501	2248.66	0	0
NM_001361166	2717	2504.31	9	0.606833
NM_133197	3812	3559.66	0	0
NM_001359159	3032	3242.33	651.021	33.9041
NM_153197	1328	1030.08	51	8.36014
NM_001359535	2841	2726.01	16.8996	1.0468
NM_001085507	6602	6954.03	7.57292e-08	1.83883e-09
NM_023363	3183	2517.04	23.0771	1.54812
NM_001011535	1178	925.663	0	0
NM_008848	2043	1931.89	0	0
NM_001360681	3049	2379.93	0	0
NM_001164686	1282	1029.66	0	0
NM_001293229	717	329.803	0.843942	0.432088
NM_175252	2471	1667.04	0	0
NM_001360978	11912	11659.7	0	0
NM_001359715	4161	3068.48	28.5479	1.57096
NM_001359701	697	445.703	0	0
NM_001361283	2087	2148.87	5	0.392892
NM_177771	4573	5202.63	50.4042	1.6359
NM_001347324	1354	1101.66	0	0
NM_172777	5561	4724.37	236.623	8.45723
NM_001164683	1431	1178.66	0	0
NM_001361098	1160	907.663	0	0
NM_001360103	4535	4167.16	6.60791	0.267755
NM_001359164	746	494.256	0	0
NR_110411	579	331.692	0	0
NR_027371	2979	3310.54	40.4834	2.06487
NR_152192	4270	4586.93	0	0
NR_131061	2871	2690.43	7.38042	0.463206
NR_151517	521	278.005	0	0
NR_153371	8643	8390.66	0	0
NR_153354	5009	5696.53	60.1517	1.783
NR_153100	908	655.706	0	0
NR_153359	2347	1620.83	28.8645	3.00705
NR_033446	3640	3845.62	43.695	1.91858
NR_153111	606	358.34	4.50348	2.12211
NR_045576	3563	2850.2	0	0
NR_153108	6792	6006.86	16.6986	0.469405
NR_149717	1891	1771.35	4.72443	0.450359
NR_152449	4376	3564.15	11.2274	0.53191
NR_152863	2059	1621.26	2.97416	0.30976
NR_153362	2360	1631.2	0	0
NR_073190	2687	2518.1	9.59078	0.643126
NR_153421	1550	1297.66	0	0
NR_149742	3584	2597.67	0.130265	0.00846757
NR_151646	644	429.797	10.7101	4.20771
NR_130788	1876	1399.23	8.52368	1.02861
NR_154272	2339	2495.49	17.2847	1.16955
NR_152448	2735	2088.01	13.6927	1.10731
NR_027373	2994	3248.89	0	0
NR_153356	2255	1565.24	0	0
NR_153110	4284	4597.44	0	0
NR_153381	4041	3268.99	0	0
NR_153790	2173	2092.25	26.1493	2.11038
NR_153107	7222	6453.14	41.9346	1.09728
NR_153358	2254	1545.56	22.5353	2.46202
NR_153825	2815	2477.65	6.11024	0.416422
NR_073364	3906	4475.41	3.65534e-07	1.37914e-08
NR_153788	770	484.833	6.63443	2.31061
NR_153839	2131	1878.66	0	0
NR_033143	5496	4874.33	0	0
NR_153357	2351	1635.65	20.0353	2.06833
NR_028088	1342	1105.38	0	0
NR_153376	4178	3624.77	10.918	0.5086
NR_153366	3362	3184.98	0	0
NR_149755	8623	10200	0.997252	0.0165089
NR_153363	2516	2377.14	0	0
NR_153361	2251	1540.47	0	0
NR_152441	2884	2825.83	0.208283	0.0124457
NR_152726	1395	1142.66	0	0
NR_153759	3989	3118.03	0	0
NR_153765	3965	3434.69	6.22773	0.306166
NR_125731	3546	3293.66	0	0
NR_153114	3873	3539.98	30.3322	1.44683
NR_153333	2935	2621.5	0	0
NR_153099	743	491.256	0	0
NR_152744	1533	1254.56	9.98953	1.34453
NR_152850	1755	1704.96	0	0
NR_027372	2964	3296.62	178.946	9.16575
NR_125990	2643	2549.99	0	0
NR_033525	4327	5221.5	44.5595	1.44099
NR_130775	548	283.444	1	0.595726
NR_027876	1731	1848.62	0	0
NR_153350	4837	5298.46	5.29761	0.168828
NR_153196	3957	3894.25	0	0
NR_152193	4091	4463.86	0	0
NR_153190	3438	3091.7	16.6067	0.906984
NR_153332	1221	1148.93	0.9999	0.146952
NR_153194	8877	8269.06	0	0
NR_152727	1325	1072.66	0	0
NR_152194	4056	4426.64	36.4756	1.39137
NR_153778	4523	4270.66	0	0
NR_152724	1222	870.723	8.25363	1.60059
NR_153191	3013	2552.17	104.815	6.93471
NR_153342	4402	4341.04	34.5371	1.3434
NR_153360	2368	1645.23	0	0
NR_149716	2070	1970.48	6.74469	0.57797
NR_154273	1961	2050.5	9.33047	0.768348
NR_153797	3522	3784.56	0	0
NR_153355	2269	1576.57	10.1769	1.08998
NR_027804	2249	2377.56	20.7305	1.47229
NR_111916	2579	2203.69	3.08629	0.236483
NR_153655	896	910.927	1	0.185366
NR_152725	1332	940.569	15.7464	2.82686
NR_102313	1636	1678.99	84.719	8.52013
NR_153341	3575	3687.56	0	0
NR_045036	2601	2469.95	15.5244	1.06131
NR_153378	5440	4595.32	23.3769	0.858984
NR_153375	4063	3536.11	47.8037	2.28271
NR_153370	4037	3784.66	0	0
NR_152849	1775	1522.66	0	0
NR_152559	2462	2653.47	19.3612	1.23206
NR_153102	1138	885.663	0	0
NR_136938	6988	6275.91	10.1249	0.272413
NR_153109	1261	824.21	2.04769	0.419508
NR_153795	4355	4453.63	0	0
NR_153365	3433	3225.27	0	0
NR_104044	14726	13634.3	0	0
NR_027666	1727	1619.19	0	0
NR_152447	2527	2274.66	0	0
NR_153396	2799	1792.69	0	0
NR_153799	3940	3990.76	13.5962	0.575278
NR_073370	2833	2954.16	6	0.34295
NR_153810	1501	1517.34	0	0
NR_033402	3808	3773.64	3.82278	0.171054
NR_037970	4331	4763.39	574.515	20.3657
NR_153364	2741	2630.52	48.7016	3.12619
NR_027827	1779	1357.06	4	0.497709
NM_001039557	3462	3329.73	3	0.152134
NM_001358279	1083	924.329	0	0
NM_001291094	1654	1248.59	0	0
NM_033075	3326	3231.04	74.1324	3.87418
NM_001290441	2985	3362.39	10.0108	0.502733
NM_029203	783	515.403	1.56903	0.514042
NM_001324553	2059	1806.66	0	0
NM_001302485	1301	1211.12	11.6187	1.61989
NM_001177767	3998	2633.09	1.63215	0.104667
NM_001164763	1411	1087.63	2	0.310501
NR_073427	1432	1173.22	125.846	18.1123
NR_152100	2498	2245.66	0	0
NR_149736	2319	2066.66	0	0
NR_030731	3732	4127.5	13	0.531827
NR_151452	2165	2128.45	0	0
NR_152400	2278	1851.47	0	0
NR_151446	1709	1390.83	1.11495	0.135362
NR_110977	888	424.381	8.17966	3.25457
NR_110978	1412	1495.53	12.9295	1.45983
NR_153343	1997	1744.66	0	0
NR_153406	1786	1623.37	2.83808	0.295203
NR_153353	2402	2149.66	0	0
