target_id	length	eff_length	est_counts	tpm
NR_155444	1272	1056.69	0	0
NR_155441	1121	905.691	0	0
NR_155456	634	421.276	2.44781	0.714115
NR_155455	905	689.764	0	0
NR_155438	283	102.614	0	0
NR_155448	3280	3064.69	0	0
NR_155447	713	498.399	0	0
NR_155446	494	267.07	1.38819	0.638824
NR_155442	1091	875.691	0	0
NR_155348	1089	884.549	1	0.138943
NR_155443	859	643.864	0	0
NR_155440	429	224.107	0	0
NR_155426	1202	947.337	1	0.129734
NR_155453	958	742.711	0	0
NR_155436	1390	1174.69	0	0
NM_001025612	2555	2339.69	0	0
NM_001362232	647	475.733	0	0
NM_001362250	721	412.37	293.859	87.5811
NM_001126326	1269	1136.06	107	11.5756
NR_110335	2476	2079.86	122.601	7.24469
NR_153193	640	426.053	0	0
NR_153192	810	594.926	0	0
NR_153195	2559	2196.63	0	0
NR_152586	2480	2092.22	299.423	17.5888
NR_153762	2223	1936.55	0	0
NR_155498	1029	813.691	0	0
NR_155497	701	570.618	5	1.07692
NR_155503	2095	1879.69	0	0
NR_155491	1506	1290.69	0	0
NR_155494	1025	769.481	2	0.319441
NR_155493	749	534.078	0	0
NR_155502	5266	5535.25	23.0196	0.511116
NR_155513	1089	873.691	0	0
NR_002864	4723	4845.74	468	11.8698
NR_155490	1645	1429.69	0	0
NR_155501	1385	1169.69	0	0
NR_155500	492	282.709	0	0
NR_155499	2384	2280.02	187.067	10.0837
NR_003202	1560	1344.69	0	0
NM_001081080	7561	6776.32	393	7.12783
NR_155517	882	666.815	0	0
NR_155514	3620	3828.16	0.00295849	9.49814e-05
NR_155520	698	483.509	0	0
NR_155516	2849	2590.14	19	0.901547
NR_155515	3592	3793.87	39.5624	1.28162
NR_155269	1592	1337.23	12	1.10289
NR_155540	3039	2337.85	0	0
NR_155539	1915	1612.03	11.2443	0.85727
NR_155535	2698	2713.03	198.464	8.99054
NR_155537	628	414.252	0	0
NR_155534	1704	1488.69	0	0
NM_001081295	5205	5160.55	23	0.54776
NR_155547	2970	3214.17	0	0
NR_155437	367	169.2	7	5.08458
NM_001081352	5092	4468.87	180	4.95032
NR_155552	2133	1978.36	10.0985	0.62735
NR_155551	5417	4827.7	12.5382	0.319194
NR_155706	901	685.798	0	0
NM_001122603	7957	7741.69	0	0
NM_175161	1090	874.691	0	0
NR_073508	7670	7142.04	0	0
NR_135158	4747	4272.51	0	0
NR_038163	2916	2700.69	0	0
NR_030254	128	16.3245	0	0
NM_145078	2576	1879.02	87.9182	5.75051
NR_151682	2971	2675.48	8.05929	0.370214
NM_001362454	3248	3068.12	221.813	8.88535
NM_001362112	1809	1310.32	8	0.750364
NR_155763	1686	1470.69	0	0
NR_155764	810	594.926	0	0
NR_155765	620	406.417	0	0
NR_155762	2115	1799.24	7	0.478153
NR_155868	1662	1446.69	0	0
NR_155867	228	65.165	0	0
NR_156009	1662	1446.69	0	0
NR_155864	600	386.803	0	0
NR_155869	517	261.088	6	2.82438
NR_155870	392	190.871	0	0
NR_156010	1180	889.517	26	3.59234
NR_155866	1718	1502.69	0	0
NR_155871	516	305.542	0	0
NR_155863	471	262.833	0	0
NM_001256060	2385	2169.69	0	0
NR_122114	1885	1906.42	47.465	3.05995
NR_028420	1786	1392.39	84.3375	7.44421
NR_122115	1933	1957.77	16.9623	1.06484
NR_152614	3832	3248.78	0	0
NR_037213	84	14.5116	0	0
NM_001362665	1126	910.691	0	0
NM_011002	1343	1127.69	0	0
NR_156115	3499	3716.4	7	0.231491
NR_029452	3091	3141.46	27	1.05631
NM_138598	2635	2541.77	235.858	11.4044
NM_130884	1520	1254.32	425.096	41.6521
NM_001362751	2680	2617.27	7.14189	0.335369
NM_001362752	1231	956.157	9389.9	1206.95
NM_001362806	1231	1015.69	0	0
NM_010400	4265	3922.31	5	0.15667
NM_194336	4329	3725.44	1174.83	38.7574
NM_011408	1684	1401.91	179	15.6925
NM_001135115	2702	2445.18	408	20.5073
NR_155297	5383	6086.64	30.7169	0.620238
NR_155521	2037	1752.82	2	0.140234
NR_153837	2482	2347.55	2	0.104706
NR_156129	1239	961.033	0	0
NR_151664	4007	3928.72	25.3432	0.792809
NR_156128	4852	4795.03	0	0
NR_156181	7599	7320.8	0	0
NR_156178	3852	3689.1	0	0
NM_001362874	1329	1113.69	0	0
NM_001362881	1359	1143.69	0	0
NM_027598	1488	1272.69	0	0
NM_001362886	1880	1664.69	0	0
NM_001355730	4541	3884.18	0	0
NM_001362883	12915	14746.9	25	0.208352
NM_001101486	1180	1030.38	0	0
NR_151472	4621	4713.93	74.1524	1.9333
NR_029778	97	12.609	0	0
NR_039559	64	20.0789	0	0
NR_029473	3456	3240.69	0	0
NR_151512	2264	2048.69	0	0
NR_046459	1404	1188.69	0	0
NM_001362427	852	636.864	0	0
NM_011409	1834	1486.78	48	3.96783
NM_011407	1907	1610.44	1	0.0763158
NR_104381	3839	3988.71	13.8433	0.426547
NR_149825	1923	1679.41	8.86371	0.64866
NR_151665	5694	4808.44	0	0
NR_105857	110	13.4202	0	0
NR_105751	97	12.609	0	0
NR_030428	76	17.5238	0	0
NR_037233	83	14.9935	0	0
NR_045293	1306	1029.48	26	3.10394
NR_029952	124	15.4063	0	0
NM_001363079	3265	3067.48	0	0
NM_001033389	3821	3791.3	51.6905	1.67564
NM_001290548	3268	3088.67	67.8584	2.70017
NM_001363080	3196	3015.93	9.21613	0.375566
NM_001363081	3210	3022.09	0	0
NM_001363237	754	539.078	0	0
NM_001363262	723	508.273	0	0
NM_001093753	3106	2720.43	4.62057e-07	2.08746e-08
NM_001093752	3106	2720.43	388.941	17.5714
NM_001252083	3137	3270.36	65.5156	2.46211
NM_028446	6448	5540.09	241	5.34637
NM_001081386	4144	3313.23	24	0.890263
NM_001356997	4159	3743.74	45.0587	1.47922
NM_172146	4008	3641.07	247	8.33732
NM_153110	2229	2013.69	0	0
NM_175557	3198	3350.37	163.6	6.00137
NM_001177551	2156	1940.69	0	0
NM_001356415	4274	3435.82	0	0
NM_001347452	2782	2903.26	14.884	0.630074
NR_155261	1095	879.691	0	0
NR_104441	4010	4213.59	39.7734	1.16011
NR_037865	8816	8721.61	289.723	4.08267
NR_033210	2931	3154.1	0	0
NR_153419	1829	1613.69	0	0
NR_122028	2936	2928.9	0	0
NR_036615	2752	2463.49	75.2576	3.75456
NR_104311	3053	2541.85	31.002	1.49899
NR_030782	1914	1698.69	0	0
NR_152866	2857	2492.09	284.916	14.0512
NR_126553	808	597.087	20.7695	4.27511
NR_002854	2793	2577.69	0	0
NR_015561	1368	1152.69	0	0
NR_152244	3668	3452.69	0	0
NR_037960	583	381.636	22.145	7.13156
NR_152246	3525	3309.69	0	0
NR_037961	610	422.231	3.85499	1.1221
NR_152245	3590	3374.69	0	0
NR_126555	562	338.353	46.9022	17.0365
NR_126556	297	113.023	1.31421	1.42908
NR_027973	1520	1275.54	1	0.0963527
NM_001177755	5130	5340.53	33.4644	0.770119
NM_001177752	4869	5008.29	0	0
NM_133232	5043	5244.17	97.1887	2.27771
NM_001177756	5153	5362.16	28.0083	0.641957
NM_001177754	5066	5265.8	0.543993	0.0126966
NM_001177753	5206	5368.39	0	0
NM_001177758	4680	4764.46	112.859	2.91125
NM_001177757	5119	5272.24	0	0
NR_045517	2143	1907.05	470.983	30.353
NR_045518	2005	1725.66	5.00358	0.356355
NM_026856	5700	5028.59	0	0
NM_001363318	6064	5432.77	48.6746	1.10113
NM_001363319	5747	5087.21	1.82735e-08	4.4147e-10
NM_001363320	5683	5016.78	59.91	1.46768
NM_001363321	5623	4932.23	29.5941	0.737429
NM_001363322	5836	5202.25	24.0911	0.569146
NM_001363323	5629	4981.16	46.2084	1.14011
NR_103515	696	504.385	101.87	24.8224
NR_033306	587	336.119	141.304	51.6678
NR_103514	760	577.525	3.46108	0.736546
NR_103516	490	284.175	44.0127	19.0349
NR_153798	551	299.396	10.5312	4.32306
NM_001347533	1525	1341.04	0	0
NM_001363452	1652	1450.78	7.28981	0.617553
NM_001363451	4175	3652.22	22.6351	0.761699
NM_001363449	1611	1458.78	25.6088	2.15754
NM_001083958	1738	1564.51	202.873	15.9369
NM_028298	4089	3538.2	225.594	7.83615
NM_001159693	895	679.798	0	0
NR_156705	756	541.051	0	0
NR_156706	1048	832.691	0	0
NR_151641	3921	3887.46	16.9658	0.536374
NR_002846	2248	2032.69	0	0
NM_001081378	7402	7247.93	408	6.91838
NR_102360	2872	2702	58.8987	2.67904
NR_029640	83	14.9935	0	0
NM_001271008	2997	2781.69	0	0
NM_001163104	3101	2885.69	0	0
NM_030052	572	272.039	4	1.80712
NM_178722	3209	2947.45	59.6529	2.48739
NM_015793	1497	1281.69	0	0
NM_001162911	2267	1771.71	0	0
NM_001347104	13175	12743.8	8.11728	0.0782832
NM_001254953	1321	1105.69	0	0
NM_001358567	2159	1961.83	0	0
NM_001359001	3575	3359.69	0	0
NM_001360306	4588	4854.84	45.6093	1.15461
NM_172918	4050	3627.58	94.512	3.20206
NM_030700	2132	1953.98	141.219	8.88246
NM_001081206	13238	12814.8	0.0245088	0.000235054
NM_001347355	3156	2948.98	248.353	10.3504
NM_001310602	2496	2058.64	16.4848	0.984155
NM_001360674	3141	2691.33	6.96922	0.318255
NM_001289730	3860	3644.69	0	0
NM_001358840	4645	4017.68	4.87421	0.149103
NM_144820	1191	1087.63	115.814	13.087
NM_172794	2137	1879.1	12.4758	0.815975
NM_001310434	3936	4018.63	187.074	5.72129
NM_020289	1181	965.691	0	0
NM_001164684	1426	1270.9	0	0
NM_177083	3462	3604.45	4.44644	0.151611
NM_001081161	4149	4270.14	46.926	1.35061
NM_001359537	2724	2597.53	11.5795	0.547882
NM_001360680	3149	2701.48	28.2081	1.28331
NM_024479	2831	2645.72	0	0
NM_001359165	819	603.911	0	0
NM_001360951	2911	2302.28	4.01438	0.214299
NM_001359708	702	487.473	0	0
NM_172791	2642	2772.04	1	0.0443363
NM_177359	6025	5725.97	0.0081106	0.000174086
NM_001360017	2471	2255.69	0	0
NM_145837	1232	1090.53	40	4.50797
NM_001359895	4249	4386.25	4.7034	0.131788
NM_001101503	685	470.64	0	0
NM_175401	1823	1769.73	18.2921	1.27032
NM_001360479	6018	5737.12	96.3178	2.06334
NM_001166659	2201	1684.61	9.85404	0.71891
NM_001085374	7843	7756.01	175.217	2.7765
NM_175174	3422	3147.95	0	0
NM_001039698	978	762.711	0	0
NM_001081336	14610	14202.1	71.1393	0.615623
NM_001359671	1993	1954.42	1	0.0628842
NM_001001319	2409	2078.16	0	0
NM_001033451	3753	3854.29	23.5497	0.75093
NM_027699	692	477.558	0	0
NM_177914	7172	7199.15	1	0.0170717
NM_001360684	3095	2648.12	0	0
NM_001359000	3692	3476.69	0	0
NM_001004362	4229	3474.72	41.1449	1.45531
NM_001166493	4728	4333.81	464.975	13.1862
NM_001360792	1689	1600.88	0	0
NM_172534	2665	2449.69	0	0
NM_001177580	412	260.822	1	0.47121
NM_001190371	3256	2849.11	43	1.85489
NM_001359039	1321	1162.08	0	0
NM_001033257	8413	7960.9	93.3776	1.44158
NM_207246	4720	4321.54	48.4934	1.37912
NM_001002272	7204	6950.52	0.0017364	3.07038e-05
NM_001097980	1081	865.691	0	0
NM_001289731	4227	4011.69	0	0
NM_001290772	3242	2769.69	1.91881e-05	8.5145e-07
NM_001099305	627	450.819	2	0.545239
NM_001081020	6792	6274.92	17.9964	0.352481
NM_001099664	606	392.657	0	0
NM_001359702	702	487.473	0	0
NM_194344	4549	4700.78	119.297	3.11901
NM_001105254	1893	1677.69	0	0
NM_001360915	2206	1702.42	37.2383	2.68832
NM_001360780	726	459.405	2	0.535048
NM_001271586	2837	2833.33	0	0
NM_198622	1126	922.114	3	0.399849
NM_001033799	1103	887.691	0	0
NM_177773	2362	1997.27	0	0
NM_001358999	3695	3479.69	0	0
NM_001359401	2273	2009.38	2.6468	0.16189
NM_001358998	3743	3527.69	0	0
NM_001281794	14040	13567.5	0	0
NM_001290771	3350	2865.41	0	0
NM_001199246	2107	1930.62	189.439	12.0596
NM_001360447	3205	2938.38	12.3471	0.516434
NM_028671	745	530.105	0	0
NM_001359038	1327	1111.69	0	0
NM_001359276	3313	2925.21	7.67478	0.322454
NM_001290770	7153	6898.37	4.99824	0.0890491
NM_001360790	1804	1737.71	20.2194	1.43005
NM_001359710	699	484.509	0	0
NM_001359464	3757	3467.16	56.1819	1.9915
NM_001360803	3046	2616.61	0	0
NM_001358568	2257	2083.02	55.3683	3.26682
NM_001358956	695	480.534	0	0
NM_001359717	4241	3473.31	62.5552	2.2135
NM_030713	3877	3582.74	0	0
NM_026256	1440	1224.69	0	0
NM_175648	2771	2505.5	1	0.0490528
NM_001357820	1493	1247.06	5899.08	581.376
NM_001004182	9903	9733.69	7.00772	0.0884826
NM_001347507	1873	1657.69	0	0
NM_183185	4658	4022.83	1.12579	0.0343942
NM_001360683	3083	2631.37	27.9438	1.30516
NM_199311	1592	1480.13	63	5.23118
NM_001360678	3041	2594.6	51.3564	2.43267
NM_001347490	2710	2558.68	0	0
NM_001256309	520	309.325	0	0
NM_001081329	5645	5263.4	22	0.513706
NM_001253766	14045	13574.6	0	0
NM_030139	3759	3350.95	102.325	3.75295
NM_001359160	3008	3110.55	240.893	9.51802
NM_001014395	1827	1611.69	0	0
NM_001358270	1113	897.691	0	0
NM_001277132	1228	1084.89	4.59153e-05	5.20151e-06
NM_177677	1563	1347.69	0	0
NM_001081671	1120	904.691	0	0
NM_001014997	859	643.864	0	0
NM_001358402	4373	4779.42	29.7596	0.765264
NM_001204241	1192	951.026	0	0
NM_001360791	1691	1587.27	14.7806	1.14446
NM_001276332	6482	6688.72	38	0.698231
NM_027007	5487	4745.25	271.056	7.02036
NM_001361061	490	280.83	0	0
NM_001286498	1651	1541.28	52.6264	4.19643
NM_001358482	2267	1941.61	1	0.063299
NM_001359703	699	484.509	0	0
NM_001195096	8425	7970.83	499.634	7.70384
NM_001359951	4206	3918.58	6	0.188183
NM_001361137	1397	1181.69	0	0
NM_001320946	7314	7098.69	0	0
NM_001360677	3075	2628.98	0	0
NM_001081137	5953	5737.69	0	0
NM_001085373	7875	7780.8	0	0
NM_008132	1957	1741.69	0	0
NM_001346799	4368	4751.55	1.32022e-05	3.41483e-07
NM_030146	405	202.369	8	4.85852
NM_001033770	649	434.946	0	0
NM_001270543	421	216.817	0	0
NM_001359538	2611	2458.42	0	0
NM_001360675	3172	2717.49	14.6481	0.662477
NM_001359294	8266	7848.9	19.7792	0.309712
NM_001359536	2704	2552.26	0	0
NM_001293783	5994	5233.73	87	2.04299
NM_001085506	1821	1605.69	0	0
NM_178923	4448	4839.5	98.2403	2.49487
NM_001159507	5143	5565.48	122	2.69411
NM_001358566	2197	2022.46	9.97359	0.606082
NM_001359531	1827	1528.92	5.52418	0.444059
NM_177187	2501	2285.69	0	0
NM_001361166	2717	2355.18	9	0.469652
NM_133197	3812	3596.69	0	0
NM_001359159	3032	3152.75	1288.1	50.2132
NM_153197	1328	1094.27	38	4.26792
NM_001359535	2841	2726.88	15.4205	0.695011
NM_001085507	6602	6800.47	8.07978e-07	1.46022e-08
NM_023363	3183	2731.97	11.1469	0.501463
NM_001011535	1178	962.691	0	0
NM_008848	2043	1898.54	0.0411221	0.00266204
NM_001360681	3049	2598.37	16.7274	0.791199
NM_001164686	1282	951.537	0	0
NM_001293229	717	502.374	0	0
NM_175252	2471	1944.46	2.97549	0.188069
NM_001360978	11912	12041.3	0	0
NM_001359715	4161	3407.08	81.2999	2.93269
NM_001359701	697	482.534	0	0
NM_001361283	2087	2043.52	4	0.24057
NM_177771	4573	4847.96	97.3907	2.46898
NM_001347324	1354	1138.69	0	0
NM_172777	5561	4954.18	615.533	15.27
NM_001164683	1431	1284.45	1.23165	0.117849
NM_001361098	1160	944.691	0	0
NM_001360103	4535	4203.62	0	0
NM_001359164	746	531.105	0	0
NR_110411	579	366.276	0	0
NR_027371	2979	3042.6	24.2637	0.980102
NR_152192	4270	4288	0	0
NR_131061	2871	2638.21	13.3677	0.62274
NR_151517	521	310.285	0	0
NR_153371	8643	8427.69	0	0
NR_153354	5009	5360.79	0.0457295	0.0010484
NR_153100	908	692.746	0	0
NR_153359	2347	1886.95	31.9011	2.0778
NR_033446	3640	3746.16	17.7168	0.581244
NR_153111	606	395.466	6.21071	1.93015
NR_045576	3563	3086.9	0	0
NR_153108	6792	6199.16	17.0786	0.338592
NR_149717	1891	1730.51	12.6095	0.895538
NR_152449	4376	3830.61	10.7892	0.346164
NR_152863	2059	1843.69	0	0
NR_153362	2360	1903.79	0	0
NR_073190	2687	2489.41	0	0
NR_153421	1550	1334.69	0	0
NR_149742	3584	2931.5	0	0
NR_151646	644	466.011	14.9899	3.9533
NR_130788	1876	1495.73	36.4998	2.99912
NR_154272	2339	2378.04	8.7761	0.453566
NR_152448	2735	2270.01	12.5205	0.67788
NR_027373	2994	3035.4	0	0
NR_153356	2255	1828.46	0	0
NR_153110	4284	4428	0	0
NR_153381	4041	3440.45	0	0
NR_153790	2173	2033.5	43.305	2.6173
NR_153107	7222	6646.7	0.000555992	1.02807e-05
NR_153358	2254	1814.46	7.44127	0.504031
NR_153825	2815	2532.86	0	0
NR_073364	3906	4209.34	0	0
NR_153788	770	539.815	0	0
NR_153839	2131	1915.69	0	0
NR_033143	5496	5125.36	0	0
NR_153357	2351	1907.49	22.3305	1.43878
NR_028088	1342	1132.77	11.2874	1.22465
NR_153376	4178	3734.2	40.6806	1.3389
NR_153366	3362	3200.72	0	0
NR_149755	8623	9463.54	0.998938	0.0129731
NR_153363	2516	2374.64	0	0
NR_153361	2251	1812.63	1.47176	0.0997902
NR_152441	2884	2761.64	0	0
NR_152726	1395	1179.69	0	0
NR_153759	3989	3442.77	0	0
NR_153765	3965	3578.97	18.9794	0.651754
NR_125731	3546	3436.64	0	0
NR_153114	3873	3560.93	0	0
NR_153333	2935	2732.38	0	0
NR_153099	743	528.105	0	0
NR_152744	1533	1276.21	16.1913	1.55925
NR_152850	1755	1672.86	0	0
NR_027372	2964	3021.74	151.859	6.17651
NR_125990	2643	2579.42	0	0
NR_033525	4327	4752.36	58.1406	1.50359
NR_130775	548	318.297	2.43466	0.940082
NR_027876	1731	1688.64	0	0
NR_153350	4837	5053.66	0	0
NR_153196	3957	3956.09	6.43882	0.200032
NR_152193	4091	4120.38	0	0
NR_153190	3438	3108	10.0454	0.397233
NR_153332	1221	1074.64	0.999954	0.114361
NR_153194	8877	8487.82	0	0
NR_152727	1325	1109.69	0	0
NR_152194	4056	4084.7	0	0
NR_153778	4523	4307.69	0	0
NR_152724	1222	905.314	17.7719	2.41264
NR_153191	3013	2592.11	168.793	8.00313
NR_153342	4402	4350.34	41.6205	1.17583
NR_153360	2368	1918.51	0	0
NR_149716	2070	1911.54	4.86259	0.312639
NR_154273	1961	1954.4	23.9318	1.50495
NR_153797	3522	3704.3	5	0.165891
NR_153355	2269	1836.91	0.00063551	4.25199e-05
NR_027804	2249	2284.04	34.1456	1.83735
NR_111916	2579	2316.34	6.14847	0.326229
NR_153655	896	680.798	0	0
NR_152725	1332	999.267	27.9965	3.44335
NR_102313	1636	1607.9	166.765	12.7468
NR_153341	3575	3610.8	0	0
NR_045036	2601	2500.5	15.6766	0.770522
NR_153378	5440	4824.4	46.9202	1.1953
NR_153375	4063	3641.25	64.8074	2.18742
NR_153370	4037	3821.69	0	0
NR_152849	1775	1707.69	0	0
NR_152559	2462	2424.64	0	0
NR_153102	1138	1050.07	0	0
NR_136938	6988	6517.98	11.0149	0.207695
NR_153109	1261	891.748	2.29179	0.315858
NR_153795	4355	4482.26	0	0
NR_153365	3433	3240.37	0	0
NR_104044	14726	14246.6	0	0
NR_027666	1727	1554.01	0	0
NR_152447	2527	2451.99	8.803	0.441236
NR_153396	2799	2139.82	0	0
NR_153799	3940	3921.21	8.4999	0.266411
NR_073370	2833	2858.72	18	0.773854
NR_153810	1501	1451.5	0	0
NR_033402	3808	3700.01	0	0
NR_037970	4331	4491.51	746.219	20.4189
NR_153364	2741	2610.57	85.742	4.0366
NR_027827	1779	1473.94	14	1.16736
NM_001039557	3462	3246.69	0	0
NM_001358279	1083	867.691	0	0
NM_001291094	1654	1330.98	0	0
NM_033075	3326	3201.26	65.2658	2.50567
NM_001290441	2985	3072	1.51692e-07	6.06877e-09
NM_029203	783	567.954	0	0
NM_001324553	2059	1529.88	6	0.482007
NM_001302485	1301	1188.44	0.192992	0.0199583
NM_001177767	3998	3125.18	4.09656	0.161103
NM_001164763	1411	1159.68	2	0.211958
NR_073427	1432	1224.52	207.648	20.8411
NR_152100	2498	2432.69	0	0
NR_149736	2319	1802.54	0	0
NR_030731	3732	3944.69	8.77932	0.273531
NR_151452	2165	2080.62	0	0
NR_152400	2278	1953.05	1.94949	0.122678
NR_151446	1709	1444.52	16.6998	1.42084
NR_110977	888	527.804	11.8723	2.76454
